ciiu3_4c,ciiu3_letra,clae6,clae6_letra,propio,propio_letra,propio_letra_2,letra,desc
4533,F,422100,F,4533,F,F,F,Construcción
4533,F,429010,F,4533,F,F,F,Construcción
4531,F,432110,F,4531,F,F,F,Construcción
4531,F,432190,F,4531,F,F,F,Construcción
4531,F,432910,F,4531,F,F,F,Construcción
4531,F,422200,F,4531,F,F,F,Construcción
7010,K,681010,L,7010,K,K_70,K_70,Servicios inmobiliarios
7010,K,681020,L,7010,K,K_70,K_70,Servicios inmobiliarios
7010,K,681098,L,7010,K,K_70,K_70,Servicios inmobiliarios
7010,K,681099,L,7010,K,K_70,K_70,Servicios inmobiliarios
4539,F,432990,F,4539,F,F,F,Construcción
4539,F,439990,F,4539,F,F,F,Construcción
4511,F,431100,F,4511,F,F,F,Construcción
4519,F,431210,F,4519,F,F,F,Construcción
4550,F,439100,F,4550,F,F,F,Construcción
4512,F,431220,F,4512,F,F,F,Construcción
4532,F,432920,F,4532,F,F,F,Construcción
4541,F,433010,F,4541,F,F,F,Construcción
4542,F,433020,F,4542,F,F,F,Construcción
4543,F,433030,F,4543,F,F,F,Construcción
4544,F,433040,F,4544,F,F,F,Construcción
4549,F,433090,F,4549,F,F,F,Construcción
5011,G,451110,G,451110,G,G,G,Comercio al por mayor y al por menor
5011,G,451190,G,451190,G,G,G,Comercio al por mayor y al por menor
5012,G,451210,G,451210,G,G,G,Comercio al por mayor y al por menor
5012,G,451290,G,451290,G,G,G,Comercio al por mayor y al por menor
5020,G,452101,G,452101,G,G,G,Comercio al por mayor y al por menor
5020,G,452210,G,452210,G,G,G,Comercio al por mayor y al por menor
5020,G,452220,G,452220,G,G,G,Comercio al por mayor y al por menor
5020,G,452300,G,452300,G,G,G,Comercio al por mayor y al por menor
5020,G,452401,G,452401,G,G,G,Comercio al por mayor y al por menor
5020,G,452500,G,452500,G,G,G,Comercio al por mayor y al por menor
5020,G,452600,G,452600,G,G,G,Comercio al por mayor y al por menor
5020,G,452700,G,452700,G,G,G,Comercio al por mayor y al por menor
5020,G,452800,G,452800,G,G,G,Comercio al por mayor y al por menor
5020,G,452910,G,452910,G,G,G,Comercio al por mayor y al por menor
5020,G,452990,G,452990,G,G,G,Comercio al por mayor y al por menor
5031,G,453100,G,453100,G,G,G,Comercio al por mayor y al por menor
5032,G,453210,G,453210,G,G,G,Comercio al por mayor y al por menor
5032,G,453220,G,453220,G,G,G,Comercio al por mayor y al por menor
5032,G,453291,G,453291,G,G,G,Comercio al por mayor y al por menor
5032,G,453292,G,453292,G,G,G,Comercio al por mayor y al por menor
5040,G,454010,G,454010,G,G,G,Comercio al por mayor y al por menor
5040,G,454020,G,454020,G,G,G,Comercio al por mayor y al por menor
5111,G,461011,G,461011,G,G,G,Comercio al por mayor y al por menor
5111,G,461012,G,461012,G,G,G,Comercio al por mayor y al por menor
5111,G,461013,G,461013,G,G,G,Comercio al por mayor y al por menor
5111,G,461019,G,461019,G,G,G,Comercio al por mayor y al por menor
5111,G,461021,G,461021,G,G,G,Comercio al por mayor y al por menor
5111,G,461022,G,461022,G,G,G,Comercio al por mayor y al por menor
5111,G,461029,G,461029,G,G,G,Comercio al por mayor y al por menor
5122,G,463111,G,463111,G,G,G,Comercio al por mayor y al por menor
5122,G,463112,G,463112,G,G,G,Comercio al por mayor y al por menor
5122,G,463121,G,463121,G,G,G,Comercio al por mayor y al por menor
5122,G,463129,G,463129,G,G,G,Comercio al por mayor y al por menor
5122,G,463130,G,463130,G,G,G,Comercio al por mayor y al por menor
5122,G,463140,G,463140,G,G,G,Comercio al por mayor y al por menor
5122,G,463151,G,463151,G,G,G,Comercio al por mayor y al por menor
5122,G,463152,G,463152,G,G,G,Comercio al por mayor y al por menor
5122,G,463153,G,463153,G,G,G,Comercio al por mayor y al por menor
5122,G,463154,G,463154,G,G,G,Comercio al por mayor y al por menor
5122,G,463159,G,463159,G,G,G,Comercio al por mayor y al por menor
5122,G,463160,G,463160,G,G,G,Comercio al por mayor y al por menor
5122,G,463170,G,463170,G,G,G,Comercio al por mayor y al por menor
5122,G,463191,G,463191,G,G,G,Comercio al por mayor y al por menor
5122,G,463199,G,463199,G,G,G,Comercio al por mayor y al por menor
5123,G,463211,G,463211,G,G,G,Comercio al por mayor y al por menor
5123,G,463212,G,463212,G,G,G,Comercio al por mayor y al por menor
5123,G,463219,G,463219,G,G,G,Comercio al por mayor y al por menor
5123,G,463220,G,463220,G,G,G,Comercio al por mayor y al por menor
5124,G,463300,G,463300,G,G,G,Comercio al por mayor y al por menor
5131,G,464111,G,464111,G,G,G,Comercio al por mayor y al por menor
5131,G,464112,G,464112,G,G,G,Comercio al por mayor y al por menor
5131,G,464113,G,464113,G,G,G,Comercio al por mayor y al por menor
5131,G,464114,G,464114,G,G,G,Comercio al por mayor y al por menor
5131,G,464119,G,464119,G,G,G,Comercio al por mayor y al por menor
5131,G,464121,G,464121,G,G,G,Comercio al por mayor y al por menor
5131,G,464122,G,464122,G,G,G,Comercio al por mayor y al por menor
5131,G,464129,G,464129,G,G,G,Comercio al por mayor y al por menor
5131,G,464130,G,464130,G,G,G,Comercio al por mayor y al por menor
5131,G,464141,G,464141,G,G,G,Comercio al por mayor y al por menor
5131,G,464142,G,464142,G,G,G,Comercio al por mayor y al por menor
5131,G,464149,G,464149,G,G,G,Comercio al por mayor y al por menor
5131,G,464150,G,464150,G,G,G,Comercio al por mayor y al por menor
5132,G,464211,G,464211,G,G,G,Comercio al por mayor y al por menor
5132,G,464212,G,464212,G,G,G,Comercio al por mayor y al por menor
5132,G,464221,G,464221,G,G,G,Comercio al por mayor y al por menor
5132,G,464222,G,464222,G,G,G,Comercio al por mayor y al por menor
5132,G,464223,G,464223,G,G,G,Comercio al por mayor y al por menor
5133,G,464310,G,464310,G,G,G,Comercio al por mayor y al por menor
5133,G,464320,G,464320,G,G,G,Comercio al por mayor y al por menor
5133,G,464330,G,464330,G,G,G,Comercio al por mayor y al por menor
5133,G,464340,G,464340,G,G,G,Comercio al por mayor y al por menor
5134,G,464410,G,464410,G,G,G,Comercio al por mayor y al por menor
5134,G,464420,G,464420,G,G,G,Comercio al por mayor y al por menor
5135,G,464501,G,464501,G,G,G,Comercio al por mayor y al por menor
5135,G,464502,G,464502,G,G,G,Comercio al por mayor y al por menor
5135,G,464610,G,464610,G,G,G,Comercio al por mayor y al por menor
5135,G,464620,G,464620,G,G,G,Comercio al por mayor y al por menor
5135,G,464631,G,464631,G,G,G,Comercio al por mayor y al por menor
5135,G,464632,G,464632,G,G,G,Comercio al por mayor y al por menor
5135,G,464910,G,464910,G,G,G,Comercio al por mayor y al por menor
5139,G,463180,G,463180,G,G,G,Comercio al por mayor y al por menor
5139,G,464920,G,464920,G,G,G,Comercio al por mayor y al por menor
5139,G,464930,G,464930,G,G,G,Comercio al por mayor y al por menor
5139,G,464940,G,464940,G,G,G,Comercio al por mayor y al por menor
5139,G,464950,G,464950,G,G,G,Comercio al por mayor y al por menor
5139,G,464991,G,464991,G,G,G,Comercio al por mayor y al por menor
5139,G,464999,G,464999,G,G,G,Comercio al por mayor y al por menor
5139,G,466370,G,466370,G,G,G,Comercio al por mayor y al por menor
5159,G,465100,G,465100,G,G,G,Comercio al por mayor y al por menor
5159,G,465210,G,465210,G,G,G,Comercio al por mayor y al por menor
5159,G,465220,G,465220,G,G,G,Comercio al por mayor y al por menor
5159,G,465910,G,465910,G,G,G,Comercio al por mayor y al por menor
5159,G,465920,G,465920,G,G,G,Comercio al por mayor y al por menor
5159,G,465930,G,465930,G,G,G,Comercio al por mayor y al por menor
5159,G,465990,G,465990,G,G,G,Comercio al por mayor y al por menor
5159,G,474010,G,474010,G,G,G,Comercio al por mayor y al por menor
5151,G,465310,G,465310,G,G,G,Comercio al por mayor y al por menor
5151,G,465320,G,465320,G,G,G,Comercio al por mayor y al por menor
5151,G,465330,G,465330,G,G,G,Comercio al por mayor y al por menor
5151,G,465340,G,465340,G,G,G,Comercio al por mayor y al por menor
5151,G,465350,G,465350,G,G,G,Comercio al por mayor y al por menor
5151,G,465360,G,465360,G,G,G,Comercio al por mayor y al por menor
5151,G,465390,G,465390,G,G,G,Comercio al por mayor y al por menor
5152,G,465400,G,465400,G,G,G,Comercio al por mayor y al por menor
5153,G,465500,G,465500,G,G,G,Comercio al por mayor y al por menor
5154,G,465610,G,465610,G,G,G,Comercio al por mayor y al por menor
5154,G,465690,G,465690,G,G,G,Comercio al por mayor y al por menor
5141,G,466110,G,466110,G,G,G,Comercio al por mayor y al por menor
5141,G,466121,G,466121,G,G,G,Comercio al por mayor y al por menor
5141,G,466129,G,466129,G,G,G,Comercio al por mayor y al por menor
5142,G,466200,G,466200,G,G,G,Comercio al por mayor y al por menor
5143,G,466310,G,466310,G,G,G,Comercio al por mayor y al por menor
5143,G,466320,G,466320,G,G,G,Comercio al por mayor y al por menor
5143,G,466330,G,466330,G,G,G,Comercio al por mayor y al por menor
5143,G,466340,G,466340,G,G,G,Comercio al por mayor y al por menor
5143,G,466350,G,466350,G,G,G,Comercio al por mayor y al por menor
5143,G,466360,G,466360,G,G,G,Comercio al por mayor y al por menor
5143,G,466391,G,466391,G,G,G,Comercio al por mayor y al por menor
5143,G,466399,G,466399,G,G,G,Comercio al por mayor y al por menor
5149,G,466910,G,466910,G,G,G,Comercio al por mayor y al por menor
5149,G,466920,G,466920,G,G,G,Comercio al por mayor y al por menor
5149,G,466931,G,466931,G,G,G,Comercio al por mayor y al por menor
5149,G,466932,G,466932,G,G,G,Comercio al por mayor y al por menor
5149,G,466939,G,466939,G,G,G,Comercio al por mayor y al por menor
5149,G,466940,G,466940,G,G,G,Comercio al por mayor y al por menor
5149,G,466990,G,466990,G,G,G,Comercio al por mayor y al por menor
5190,G,469010,G,469010,G,G,G,Comercio al por mayor y al por menor
5190,G,469090,G,469090,G,G,G,Comercio al por mayor y al por menor
5211,G,471110,G,471110,G,G,G,Comercio al por mayor y al por menor
5211,G,471120,G,471120,G,G,G,Comercio al por mayor y al por menor
5211,G,471130,G,471130,G,G,G,Comercio al por mayor y al por menor
5211,G,471190,G,471190,G,G,G,Comercio al por mayor y al por menor
5212,G,471900,G,471900,G,G,G,Comercio al por mayor y al por menor
5221,G,472111,G,472111,G,G,G,Comercio al por mayor y al por menor
5221,G,472112,G,472112,G,G,G,Comercio al por mayor y al por menor
5221,G,472120,G,472120,G,G,G,Comercio al por mayor y al por menor
5222,G,472130,G,472130,G,G,G,Comercio al por mayor y al por menor
5222,G,472140,G,472140,G,G,G,Comercio al por mayor y al por menor
5229,G,472150,G,472150,G,G,G,Comercio al por mayor y al por menor
5229,G,472190,G,472190,G,G,G,Comercio al por mayor y al por menor
5229,G,472300,G,472300,G,G,G,Comercio al por mayor y al por menor
5223,G,472160,G,472160,G,G,G,Comercio al por mayor y al por menor
5224,G,472171,G,472171,G,G,G,Comercio al por mayor y al por menor
5224,G,472172,G,472172,G,G,G,Comercio al por mayor y al por menor
5225,G,472200,G,472200,G,G,G,Comercio al por mayor y al por menor
5050,G,473000,G,473000,G,G,G,Comercio al por mayor y al por menor
5239,G,474020,G,474020,G,G,G,Comercio al por mayor y al por menor
5239,G,476310,G,476310,G,G,G,Comercio al por mayor y al por menor
5239,G,476320,G,476320,G,G,G,Comercio al por mayor y al por menor
5239,G,476400,G,476400,G,G,G,Comercio al por mayor y al por menor
5239,G,477140,G,477140,G,G,G,Comercio al por mayor y al por menor
5239,G,477440,G,477440,G,G,G,Comercio al por mayor y al por menor
5239,G,477450,G,477450,G,G,G,Comercio al por mayor y al por menor
5239,G,477460,G,477460,G,G,G,Comercio al por mayor y al por menor
5239,G,477470,G,477470,G,G,G,Comercio al por mayor y al por menor
5239,G,477480,G,477480,G,G,G,Comercio al por mayor y al por menor
5239,G,477490,G,477490,G,G,G,Comercio al por mayor y al por menor
5239,G,477840,G,477840,G,G,G,Comercio al por mayor y al por menor
5235,G,475300,G,475300,G,G,G,Comercio al por mayor y al por menor
5235,G,475410,G,475410,G,G,G,Comercio al por mayor y al por menor
5235,G,475420,G,475420,G,G,G,Comercio al por mayor y al por menor
5235,G,475430,G,475430,G,G,G,Comercio al por mayor y al por menor
5235,G,475440,G,475440,G,G,G,Comercio al por mayor y al por menor
5235,G,475490,G,475490,G,G,G,Comercio al por mayor y al por menor
5235,G,476200,G,476200,G,G,G,Comercio al por mayor y al por menor
5232,G,475110,G,475110,G,G,G,Comercio al por mayor y al por menor
5232,G,475120,G,475120,G,G,G,Comercio al por mayor y al por menor
5232,G,475190,G,475190,G,G,G,Comercio al por mayor y al por menor
5236,G,475210,G,475210,G,G,G,Comercio al por mayor y al por menor
5236,G,475220,G,475220,G,G,G,Comercio al por mayor y al por menor
5236,G,475230,G,475230,G,G,G,Comercio al por mayor y al por menor
5236,G,475240,G,475240,G,G,G,Comercio al por mayor y al por menor
5236,G,475250,G,475250,G,G,G,Comercio al por mayor y al por menor
5236,G,475260,G,475260,G,G,G,Comercio al por mayor y al por menor
5236,G,475270,G,475270,G,G,G,Comercio al por mayor y al por menor
5236,G,475290,G,475290,G,G,G,Comercio al por mayor y al por menor
5238,G,476110,G,476110,G,G,G,Comercio al por mayor y al por menor
5238,G,476120,G,476120,G,G,G,Comercio al por mayor y al por menor
5238,G,476130,G,476130,G,G,G,Comercio al por mayor y al por menor
5233,G,477110,G,477110,G,G,G,Comercio al por mayor y al por menor
5233,G,477120,G,477120,G,G,G,Comercio al por mayor y al por menor
5233,G,477130,G,477130,G,G,G,Comercio al por mayor y al por menor
5233,G,477150,G,477150,G,G,G,Comercio al por mayor y al por menor
5233,G,477190,G,477190,G,G,G,Comercio al por mayor y al por menor
5234,G,477210,G,477210,G,G,G,Comercio al por mayor y al por menor
5234,G,477220,G,477220,G,G,G,Comercio al por mayor y al por menor
5234,G,477230,G,477230,G,G,G,Comercio al por mayor y al por menor
5234,G,477290,G,477290,G,G,G,Comercio al por mayor y al por menor
5231,G,477310,G,477310,G,G,G,Comercio al por mayor y al por menor
5231,G,477320,G,477320,G,G,G,Comercio al por mayor y al por menor
5231,G,477330,G,477330,G,G,G,Comercio al por mayor y al por menor
5237,G,477410,G,477410,G,G,G,Comercio al por mayor y al por menor
5237,G,477420,G,477420,G,G,G,Comercio al por mayor y al por menor
5237,G,477430,G,477430,G,G,G,Comercio al por mayor y al por menor
5241,G,477810,G,477810,G,G,G,Comercio al por mayor y al por menor
5242,G,477820,G,477820,G,G,G,Comercio al por mayor y al por menor
5249,G,477830,G,477830,G,G,G,Comercio al por mayor y al por menor
5249,G,477890,G,477890,G,G,G,Comercio al por mayor y al por menor
5252,G,478010,G,478010,G,G,G,Comercio al por mayor y al por menor
5252,G,478090,G,478090,G,G,G,Comercio al por mayor y al por menor
5251,G,479101,G,479101,G,G,G,Comercio al por mayor y al por menor
5251,G,479109,G,479109,G,G,G,Comercio al por mayor y al por menor
5259,G,479900,G,479900,G,G,G,Comercio al por mayor y al por menor
6010,I,491110,H,6010,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6010,I,491120,H,6010,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6010,I,491200,H,6010,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6022,I,492110,H,6022,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6022,I,492120,H,6022,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6022,I,492130,H,6022,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6022,I,492140,H,6022,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6022,I,492150,H,6022,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6022,I,492160,H,6022,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6022,I,492170,H,6022,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6022,I,492180,H,6022,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6022,I,492190,H,6022,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6021,I,492210,H,6021,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6021,I,492221,H,6021,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6021,I,492229,H,6021,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6021,I,492230,H,6021,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6021,I,492240,H,6021,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6021,I,492250,H,6021,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6021,I,492280,H,6021,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6021,I,492290,H,6021,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6030,I,493110,H,6030,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6030,I,493120,H,6030,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6030,I,493200,H,6030,I,I_60,I_60,Transporte ferroviario y automotor y por tuberias
6110,I,501100,H,6110,I,I_61,I_61,Transporte marítimo y fluvial
6110,I,501200,H,6110,I,I_61,I_61,Transporte marítimo y fluvial
6120,I,502101,H,6120,I,I_61,I_61,Transporte marítimo y fluvial
6120,I,502200,H,6120,I,I_61,I_61,Transporte marítimo y fluvial
6200,I,511000,H,6200,I,I_62,I_62,Transporte aéreo de cargas y de pasajeros
6200,I,512000,H,6200,I,I_62,I_62,Transporte aéreo de cargas y de pasajeros
6310,I,521010,H,6310,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6310,I,521020,H,6310,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6310,I,521030,H,6310,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6320,I,522010,H,6320,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6320,I,522020,H,6320,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6320,I,522091,H,6320,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6320,I,522092,H,6320,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6320,I,522099,H,6320,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6350,I,523011,H,6350,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6350,I,523019,H,6350,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6350,I,523020,H,6350,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6350,I,523031,H,6350,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6350,I,523039,H,6350,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6350,I,523090,H,6350,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6331,I,524110,H,6331,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6331,I,524120,H,6331,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6331,I,524130,H,6331,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6331,I,524190,H,6331,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6332,I,524210,H,6332,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6332,I,524220,H,6332,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6332,I,524230,H,6332,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6332,I,524290,H,6332,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6333,I,524310,H,6333,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6333,I,524320,H,6333,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6333,I,524330,H,6333,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6333,I,524390,H,6333,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6410,I,530010,H,6410,I,I_64,I_64,Correos y telecomunicaciones
6410,I,530090,H,6410,I,I_64,I_64,Correos y telecomunicaciones
5512,H,551010,I,5512,H,H_551,H_551,"Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal"
5512,H,551021,I,5512,H,H_551,H_551,"Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal"
5512,H,551022,I,5512,H,H_551,H_551,"Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal"
5512,H,551023,I,5512,H,H_551,H_551,"Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal"
5512,H,551090,I,5512,H,H_551,H_551,"Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal"
5511,H,552000,I,5511,H,H_551,H_551,"Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal"
5521,H,561011,I,5521,H,H_552,H_552,Servicios de expendio de comidas y bebidas
5521,H,561012,I,5521,H,H_552,H_552,Servicios de expendio de comidas y bebidas
5521,H,561013,I,5521,H,H_552,H_552,Servicios de expendio de comidas y bebidas
5521,H,561014,I,5521,H,H_552,H_552,Servicios de expendio de comidas y bebidas
5521,H,561019,I,5521,H,H_552,H_552,Servicios de expendio de comidas y bebidas
5521,H,561030,I,5521,H,H_552,H_552,Servicios de expendio de comidas y bebidas
5521,H,562091,I,5521,H,H_552,H_552,Servicios de expendio de comidas y bebidas
5522,H,561020,I,5522,H,H_552,H_552,Servicios de expendio de comidas y bebidas
5522,H,561040,I,5522,H,H_552,H_552,Servicios de expendio de comidas y bebidas
5522,H,562010,I,5522,H,H_552,H_552,Servicios de expendio de comidas y bebidas
5522,H,562099,I,5522,H,H_552,H_552,Servicios de expendio de comidas y bebidas
7240,K,631120,J,7240,K,K_72,K_72,Actividades de informática
7240,K,631190,J,7240,K,K_72,K_72,Actividades de informática
7240,K,631200,J,7240,K,K_72,K_72,Actividades de informática
2212,D,581300,J,2212,D,D_22,D_22,Edición
2219,D,581200,J,2219,D,D_22,D_22,Edición
2219,D,581900,J,2219,D,D_22,D_22,Edición
9211,O,591110,J,9211,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9211,O,591120,J,9211,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9211,O,591200,J,9211,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9212,O,591300,J,9212,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
2213,D,592000,J,2213,D,D_22,D_22,Edición
9214,O,749002,M,9214,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9214,O,900011,R,9214,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9214,O,900021,R,9214,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9214,O,900030,R,9214,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9214,O,900040,R,9214,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
6420,I,602100,J,6420,I,I_64,I_64,Correos y telecomunicaciones
6420,I,602200,J,6420,I,I_64,I_64,Correos y telecomunicaciones
6420,I,602310,J,6420,I,I_64,I_64,Correos y telecomunicaciones
6420,I,611010,J,6420,I,I_64,I_64,Correos y telecomunicaciones
6420,I,611090,J,6420,I,I_64,I_64,Correos y telecomunicaciones
6420,I,612000,J,6420,I,I_64,I_64,Correos y telecomunicaciones
6420,I,613000,J,6420,I,I_64,I_64,Correos y telecomunicaciones
6420,I,614010,J,6420,I,I_64,I_64,Correos y telecomunicaciones
6420,I,614090,J,6420,I,I_64,I_64,Correos y telecomunicaciones
6420,I,619000,J,6420,I,I_64,I_64,Correos y telecomunicaciones
6420,I,602900,J,6420,I,I_64,I_64,Correos y telecomunicaciones
9213,O,601000,J,9213,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9213,O,602320,J,9213,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
7220,K,620100,J,7220,K,K_72,K_72,Actividades de informática
7210,K,620200,J,7210,K,K_72,K_72,Actividades de informática
7210,K,620300,J,7210,K,K_72,K_72,Actividades de informática
7290,K,620900,J,7290,K,K_72,K_72,Actividades de informática
7230,K,631110,J,7230,K,K_72,K_72,Actividades de informática
9220,O,639100,J,9220,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9220,O,639900,J,9220,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
7499,K,99000,B,99000,K,K_99,K_99,Servicios de apoyo para la minería excepto para la extracción de petróleo y gas natual
7499,K,109000,C,7499,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7499,K,663000,K,7499,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7499,K,741000,M,7499,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7499,K,749001,M,7499,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7499,K,749009,M,7499,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7499,K,774000,N,7499,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7499,K,822000,N,7499,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7499,K,823000,N,7499,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7499,K,829100,N,7499,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7499,K,829900,N,7499,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7499,K,821100,N,7499,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
6511,J,641100,K,6511,J,J,J,Intermediación financiera
6521,J,641910,K,6521,J,J,J,Intermediación financiera
6521,J,641920,K,6521,J,J,J,Intermediación financiera
6521,J,641930,K,6521,J,J,J,Intermediación financiera
6521,J,649100,K,6521,J,J,J,Intermediación financiera
6522,J,641941,K,6522,J,J,J,Intermediación financiera
6522,J,641942,K,6522,J,J,J,Intermediación financiera
6522,J,641943,K,6522,J,J,J,Intermediación financiera
6590,J,642000,K,6590,J,J,J,Intermediación financiera
6590,J,643001,K,6590,J,J,J,Intermediación financiera
6590,J,643009,K,6590,J,J,J,Intermediación financiera
6590,J,649210,K,6590,J,J,J,Intermediación financiera
6590,J,649220,K,6590,J,J,J,Intermediación financiera
6590,J,649290,K,6590,J,J,J,Intermediación financiera
6590,J,649910,K,6590,J,J,J,Intermediación financiera
6590,J,649991,K,6590,J,J,J,Intermediación financiera
6590,J,649999,K,6590,J,J,J,Intermediación financiera
6610,J,651110,K,6610,J,J,J,Intermediación financiera
6610,J,651120,K,6610,J,J,J,Intermediación financiera
6610,J,651130,K,6610,J,J,J,Intermediación financiera
6610,J,651210,K,6610,J,J,J,Intermediación financiera
6610,J,651220,K,6610,J,J,J,Intermediación financiera
6610,J,651320,K,6610,J,J,J,Intermediación financiera
6610,J,652000,K,6610,J,J,J,Intermediación financiera
7530,L,843000,O,7530,L,L,L,Administración pública y defensa
7530,L,651310,K,7530,L,L,L,Administración pública y defensa
6620,J,653000,K,6620,J,J,J,Intermediación financiera
6711,J,661111,K,6711,J,J,J,Intermediación financiera
6711,J,661121,K,6711,J,J,J,Intermediación financiera
6711,J,661131,K,6711,J,J,J,Intermediación financiera
6712,J,661910,K,6712,J,J,J,Intermediación financiera
6719,J,661920,K,6719,J,J,J,Intermediación financiera
6719,J,661930,K,6719,J,J,J,Intermediación financiera
6719,J,661991,K,6719,J,J,J,Intermediación financiera
6719,J,661999,K,6719,J,J,J,Intermediación financiera
6719,J,661992,K,6719,J,J,J,Intermediación financiera
6721,J,662010,K,6721,J,J,J,Intermediación financiera
6721,J,662020,K,6721,J,J,J,Intermediación financiera
6721,J,662090,K,6721,J,J,J,Intermediación financiera
7020,K,682010,L,7020,K,K_70,K_70,Servicios inmobiliarios
7020,K,682091,L,7020,K,K_70,K_70,Servicios inmobiliarios
7020,K,682099,L,7020,K,K_70,K_70,Servicios inmobiliarios
7020,K,811000,N,7020,K,K_70,K_70,Servicios inmobiliarios
