,hs6,valor_pond,letra,letra_desc,HS6Desc,impo_tot,impo_relativa,short_name
195,843041,13547376.856182434,B,EXPLOTACION DE MINAS Y CANTERAS,"Boring or sinking machinery; self-propelled, n.e.c. in heading no. 8430",309971822.9866033,0.04370518818663056,Boring or sinki
196,847989,9561248.29857898,B,EXPLOTACION DE MINAS Y CANTERAS,"Machines and mechanical appliances; having individual functions, n.e.c. or included in this chapter",309971822.9866033,0.030845540108954378,Machines and me
197,843069,9178776.825951373,B,EXPLOTACION DE MINAS Y CANTERAS,"Machinery; for moving, levelling, scraping, grading, excavating earth minerals or ores; not self propelled n.e.c in 84.30",309971822.9866033,0.029611649012200928,Machinery; for 
198,843049,8882679.258137908,B,EXPLOTACION DE MINAS Y CANTERAS,Boring and sinking machinery; not self-propelled,309971822.9866033,0.0286564087424224,Boring and sink
199,847410,7564765.459938036,B,EXPLOTACION DE MINAS Y CANTERAS,"Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances",309971822.9866033,0.02440468745530131,Machines; for s
200,880230,28764181.47634992,A," AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","Aeroplanes and other aircraft; of an unladen weight exceeding 2000kg but not exceeding 15,000kg",193802193.52881265,0.14842030914409407,Aeroplanes and 
201,842952,23735845.692235097,A," AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","Mechanical shovels, excavators and shovel loaders; with a 360 degree revolving super structure",193802193.52881265,0.12247459773310708,Mechanical shov
202,843629,10480106.412541825,A," AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",Poultry-keeping machinery; other than incubators and brooders,193802193.52881265,0.05407630440975243,Poultry-keeping
203,880220,10182444.717000553,A," AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",Aeroplanes and other aircraft; of an unladen weight not exceeding 2000kg,193802193.52881265,0.05254039973230089,Aeroplanes and 
204,842940,9905866.079974446,A," AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",Tamping machines and road rollers; self-propelled,193802193.52881265,0.05111328153518416,Tamping machine
205,843710,8925402.098808255,A," AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","Machines; for cleaning, sorting or grading seed, grain or dried leguminous vegetables",193802193.52881265,0.04605418512707036,Machines; for c
206,843360,7256304.889360578,A," AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","Machines; for cleaning, sorting or grading eggs, fruit or other agricultural produce",193802193.52881265,0.037441809905427,Machines; for c
207,843359,6975632.319956586,A," AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",Harvesting machinery; n.e.c. in heading no. 8433,193802193.52881265,0.035993567425332135,Harvesting mach
208,847910,4981901.883506379,A," AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","Machinery and mechanical appliances; for public works, building or the like",193802193.52881265,0.02570611711247591,Machinery and m
209,842951,4836954.393260982,A," AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",Front-end shovel loaders,193802193.52881265,0.02495820251147916,Front-end shove
