hs6_d12,A,B,C,CONS,D_15,D_16,D_17,D_18,D_19,D_20,D_21,D_22,D_23,D_24,D_25,D_26,D_27,D_28,D_29,D_29_30_31_32_33,D_30,D_31,D_32,D_33,D_34,D_35,D_36,D_37,E,F,G,H_551,H_552,I_60,I_61,I_62,I_63,I_64,J,K_70,K_71,K_72,K_73,K_74,K_99,L,M,N,O,P
82053000100Y,2.4753006862238676e-07,1.0538873239955775e-09,971.4146164858363,53036.84894732866,0.5028721263703859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010727696357522526,881.6659135686401,3962.9932360962603,0.0,0.0,3.8661741924340485e-17,0.0,0.0,0.0,0.0,0.0,4.845274524496977,0.0,0.0,0.0,0.0,0.0,28313.998930644368,0.0,0.0,0.0,0.0,0.0,92.5157411508411,0.0,0.0,84.5518743095359,8.615178799204453e-06,0.0,0.0,0.0024776242578373095,0.0,0.0,0.0,0.0,0.0,0.0
82053000200D,0.0,0.0,0.0,178662.8467737009,0.0,0.0,0.0012006785452930786,0.0,0.0,3.187667823060369e-07,0.0,0.0,0.0,1.469476561225012e-06,0.0028511932203439173,2.5444575934519515,0.0,2.019083982644274,7.927321009910517,0.0,0.0,0.0,5.872891426931104e-06,5.872891426931104e-06,5.302755255254102e-10,0.0,3.424674602181618,0.0,0.0,0.0,36844.39360088391,0.0,0.0,0.005917214092565433,0.0,0.0,2.9278526925348228e-09,0.0,0.9359019960309192,0.168050492772183,2.85728888263031e-07,0.0,0.0,0.030152829113014517,0.0,0.0,0.0,0.0,0.0,0.0
82053000300J,0.0,0.0,0.0,44679.46662314276,0.0,0.0,0.0,0.0,0.0,8.809422775536342e-06,0.0,0.0,0.0,743.2309839955855,0.0,0.2664800587604728,0.0,724.023109545109,5.9351098389825386e-15,0.0,0.0,0.0,0.0,0.0,0.0,5.9351098389825386e-15,0.0,0.0,0.0,5.9351098389825386e-15,43595.26865198811,0.0,0.0,0.0,0.0,0.0,1.5024366066175736e-06,0.0,3.4628382077858877,47.69088927463381,0.0005948437847388854,0.0,0.0,0.45981863160613057,0.0,0.0,0.0,0.0,0.0,0.0
82053000900R,0.0,0.0,0.0,3854.405973493648,0.0,0.0,1.001206308791161e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.4500723477474248e-05,0.06416772508627326,0.0,3.695566288669173e-13,305.8626690283685,52968.87063677976,0.0,0.0,0.0,1.1435926491566726e-06,1.1435926491566726e-06,0.0,1.1431680186872439e-07,1.2191248351599318e-05,0.0,0.0,0.00016958029955053256,9456.831486519064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3544183615542418e-07,0.0,0.0,0.2148475327938654,0.0,0.0,0.0,0.0,0.0,0.0
82054000111T,0.0,0.0,0.0,11535.443210575284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041701933049621345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01119044199942463,0.0,0.0,0.0,0.0,8329.071296913527,0.0,0.0,0.0,0.0,0.0,0.0,0.006069853684633573,0.006069853684633573,0.006069853684633573,0.0,0.0,0.0,497.92192231483153,0.0,0.0,0.0,0.0,0.0,0.0
82054000112V,0.0,0.0,0.0001686796076095775,24739.533307209374,0.0,0.0,0.0,0.0,0.0,1.393562832615147e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006409296215545569,4.153271791180231e-12,0.0,0.0,3.537228738191129e-11,0.0,0.0,0.026998263443386548,4.153271791180231e-12,1.393562832615147e-08,0.0,0.0,4.153271791180231e-12,18723.687186929797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.13761118209781,0.0,0.0,0.0,36.67831841154061,0.0,0.0,0.0,0.0,0.0,0.0
82054000119K,394.0241787275933,0.0,0.0009677227675647525,239663.83105799486,0.2666652664317185,0.0,0.0,2.8370958439889195e-05,0.0,3.1661511875546796e-07,0.0,0.0,5.547359632121028e-17,3.335978771364349,0.0005258787842756056,4.692554064241163e-06,2.0499927952656025e-08,27.372177850277463,0.02471928572729389,0.0,0.0,1.3259753560162193e-16,0.0,0.0,0.00043657799077003243,356.00142684675353,6.602647726009862e-07,0.0,0.0,159.28956762456062,32684.047058330387,0.0,0.0,0.0,0.0,0.0,0.001317993586081823,0.0,3.000701650970612e-11,7118.484883848376,9.40560587054313e-13,4.906823574284764e-14,295.7654105108053,0.01359270879711517,0.0,0.0,0.0,0.0,0.0,0.0
82054000121W,4.9960368090834985e-09,0.0,0.0,3617.671921541679,0.0,0.0,1.2885797340088534e-06,0.0,0.0,0.0,0.0,0.0,0.0,1049.386083379695,0.6961112835840884,0.1733222334030913,0.0,0.914010575202506,1.6511093036399356e-10,0.0,0.0,0.0,0.0,0.0,1.6511093036399356e-10,0.014785827881541732,1.2885797340088534e-06,0.0,0.0,0.0,8556.373719696203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4248099204428865e-09,0.0,0.0,6.4248099204428865e-09,0.0,4.286701872411281e-05,0.0,0.0,0.0,0.0,0.0,0.0
82054000122Y,7.295123861593119e-05,0.00044364643744680465,0.0002783074213080322,412032.1949099804,1.3147451276412111e-06,0.0,0.0,3.799422243708715e-09,0.0,1.141403592154508e-06,165.3617213126698,0.0,2.4890558149073776e-16,0.10213374064437605,0.0008081175413372823,2.1211111603029242,3.671739783382079e-14,3.706207304490166,0.21025736931085393,0.0,0.0,0.0,0.0,5.39236799727088e-13,1.279708639815191e-06,816.8407278150418,0.07433633440866787,0.0,449.6520669001488,2.1134098455017533e-05,110787.01973233093,0.0,1.0177891406320019e-07,1.9889636319994295e-07,0.0,0.0,727.1234360904325,0.0,1.631005906786748e-05,611.0846704577409,2.1773875928838732e-13,0.0,3.259449521077873e-08,3046.877044663798,0.0,0.0,0.0,0.0,0.0,0.0
82054000129N,9.05327391439433e-05,0.0,196.1406140129708,72946.80863633212,1.2577095941868744e-09,0.0,0.0,0.0,0.0,0.00019843255574540042,0.0,0.0,0.0,0.0,0.0,3.7338003083830373,0.0,292.0231530851812,7.323464489800353e-06,0.0,0.0,0.0,0.0,0.0,1.8100154331028973e-13,0.04221901402371393,0.0,0.0,0.0,1370.8298470998527,20944.29761286904,0.0,9.987782777877484e-14,0.0,0.0,0.0,0.1181762847941351,0.0,0.0,0.0,1.809813731757907,0.0,0.0,12.735830971864157,0.0,0.0,0.0,0.0,0.0,0.0
82054000131Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4239.704434091513,0.0,0.0,0.0,0.0,0.0,0.0,3501.8168453926264,0.0,0.0,0.0,0.0,0.0,6589.678720515862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82054000132B,0.0,0.0,0.0,9280.856700917264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5464885704280793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.04666175330135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.8298637712455,0.0,0.0,0.0,0.00028498775942291816,0.0,0.0,0.0,0.0,0.0,0.0
82054000139R,0.0,0.0,442.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82054000191U,3.5796218599027465e-16,0.0,2.1233925608360935e-05,103257.97550364683,3.20714321247558e-05,0.0,0.0,0.0,0.0,0.00040217882360341295,0.0,0.0,0.0,0.0,0.0,0.014467012829258111,0.0,50.32844918474116,6.383449785600345e-12,0.0,0.0,0.012487410914480395,1.0483972800081612e-14,1.0483972800081612e-14,7.219363180067594e-13,2.889594188515875e-13,1.594906683682936e-09,0.0,0.0,2.889594188515875e-13,49646.16368392469,0.0,1.393421562364752e-05,0.0,0.0,0.0,4.394314131157229,0.0,4.524215975383168e-12,29.384207938359225,1.523618060123049e-13,0.0,0.0,1.2264173304827592,0.0,0.0,0.0,0.0,0.0,0.0
82054000192W,3.148938754513169e-11,0.0,124.18723960747646,284532.0158329072,2.468364057187838e-05,0.0,5.352027304009052,3.7285842724080744e-05,0.0,6.433132578379675e-05,0.0,0.0,0.0,0.0,0.0,11.928611736077183,0.0,48466.10250443217,0.637619993142622,0.0,0.0,7.310895022200959e-13,2.2357478827901375e-08,1.1430590644181762e-06,202.07229685677757,1.270424683955879e-19,0.025275531652206598,0.0,0.0,7.794539283771473e-11,113914.68242307592,0.0,4.051878027622205e-12,0.0,0.0,0.0,0.0005164233530097034,0.0,1.5394093947069522e-08,1.6183957713109598,63.78680782318974,0.0,2135.3689741404587,0.011346915616371278,0.0,0.0,1.834377547692089e-18,0.0,0.0,0.0
82054000193Y,5.005429500170121e-11,0.0,1.6821993688570598e-15,226758.56458969534,2.1148299249989628e-07,0.0,0.0,0.0,0.0,2.102865602900429e-05,0.0,0.0,0.0,0.05986403395889733,0.0,2.4755931025704165,8.879268154930127e-09,0.003953635723875121,1.199428491979459e-07,0.0,0.0,7.039393236797132e-17,2.3926259118711064e-10,1.0709489156615718e-17,3.890897096967561e-08,109.387457789206,3.9707324010353245e-12,0.0,135.96900405718424,1.387939818123372e-10,57813.88811347334,0.0,0.0,3.861130824899661e-09,0.0,0.0,298.27503183267726,1.0343018345838765e-11,6.861824817296965,1.4483477819015163,0.0,0.0,109.387457789206,0.4687405794113693,0.0,0.0,9.878370568067186e-14,0.0,0.0,0.0
82054000194A,0.0,0.0,1.1127897096980522e-09,36261.77967089225,0.0,0.0,0.0,0.05529918946581823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.360910591136375e-07,0.0,6.0553929583514786e-05,176.20088134879774,0.0,0.0,0.0,4.644799014168821e-05,4.644799014168821e-05,407.52132459560426,0.0,0.0,0.0,0.0,0.0,1169.1794564549211,0.0,0.0002982364801434294,0.0,0.0,0.0,3.2454715393606723,0.0,0.0,0.0,0.0,0.0,0.0,74.13221705673593,0.0,0.0,0.0,0.0,735.6452269992732,0.0
82054000199L,8.4892449749499e-08,0.0,5136.581098089829,231943.53945049827,831.9093289901627,0.0,0.0,0.0,0.0,0.02126581577087668,0.0,0.0,0.0,0.009686760772114982,9.443386650703172e-14,0.0045399944229294175,0.0,0.0018619007625743664,3676.0587402599253,0.0,1.1437810412792796e-20,1.695447409984586e-07,8.849260569964832e-08,8.849260569964832e-08,3.0700966916988873e-19,5.399734548887362e-12,0.0,0.0,2001.0909182572711,27.489229051332355,61134.89445129356,0.0,2.9432167484472716e-15,357.516165461356,0.0,0.0,0.00019820850403366155,818.429317176717,0.012626031884417127,2.958974382794934,0.0005256992729680419,0.0,0.0,0.0016216959442127757,0.0,0.0,4.249284354794906e-13,0.0,0.0,0.0
82054000200T,0.0,0.0,0.0,61570.00654335273,0.0,0.0,0.0,0.0,0.0,2.1831634895369817e-05,0.0,0.0,0.0,0.0,0.0,0.020755945463648146,0.0,0.11888976138169928,40298.12200709134,0.0,0.0,1091.5419299091968,1.361267662741987e-07,1.905335909092193e-07,0.0,0.0,0.003241973333766184,0.0,0.0,0.0,43120.18117158452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006015227015611837,21.86281346139537,0.0,0.0,0.0,0.032023239656476306,0.0,0.0,0.0,0.0,0.0,0.0
82054000300Y,3.345285127220373e-15,8.207705732065627e-07,1.8179718727697926e-13,119907.98035852278,1.730331483425406e-08,0.0,0.0,0.0,0.0,0.03305567324730045,57.01183614867077,0.0,0.0,0.0003206690766186165,0.0,6.902387914835878e-06,8.743008803331023e-20,52.834576684116534,7812.25084166228,0.0,0.0,3.834967276116708e-17,2.0703889307107966e-06,3.1030128197258485e-16,5.343831285148318e-05,1.0603337836479913e-08,0.000978461450778585,0.0,57.01183614867077,6.247126854658469e-06,25815.27574344562,0.0,0.0,0.0,0.0,0.0,2362.419268036882,2.5873871879136265e-05,2.5873871879136265e-05,129.14103741854814,1.4085791352107245e-10,2.841838561645197e-16,0.0,2.5873871879136265e-05,0.0,0.0,0.0,0.0,0.0,0.0
82054000410G,1163.5212533724227,1.6743677113654372e-11,55.87262808149729,110333.11518914242,0.0008313552507241819,0.0,0.0,0.0,0.0,0.0,11.762328978606234,0.0,0.0,4101.4491245421,0.0,0.0006787262827220473,0.008915048371924163,601.9261567262091,1.171339690306973e-09,0.0,0.0,1.1971377429550985e-06,0.0,0.0,93.73447838608467,1.4364537303864094e-06,0.0,4.4969797342436174e-08,459.3438546853946,261.3225798217776,14557.123404507502,0.0,6.663685239819967e-13,296.4036584958342,0.0,0.0,1.3867886771398453e-06,0.0,119.72706017469838,9689.99872235902,1.2197592587387223e-18,0.0,0.0,290.3991313995267,0.0,0.0,0.0,0.0,1.3049326208551496e-07,0.0
82054000420K,0.014709777509264296,0.0,1439.7204996098137,40469.80396359699,0.0,0.0,0.0,0.0,0.0,8.644765036643009e-07,0.0,0.0,0.0,1.7724486689078987e-13,0.0,0.0049808895970573685,0.0,16.57340759394831,1.0058591683847765e-11,0.0,0.0,5.2543723449429726e-11,9.67749100153906e-12,48.20315054182274,141.18364609464967,90.34610683537144,0.0,0.0,0.0,1.0182592658751544e-07,8248.534614533792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004919560132933412,0.0,0.0,0.0,0.0,3.4305030093372566e-16,0.0,0.0
82054000430N,0.0,0.0,0.0,39999.211358833294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006037920190359823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8305325104258446e-15,0.0,0.0,0.0,0.0,0.0,353.2410848815455,0.0,0.0,0.0,0.0,0.0,4.216952405327971,8.782236089759266e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82054000490H,0.0,0.0,0.0,5258.9883860557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.62345060389544,0.0,0.0,0.0,9.453786100780895e-05,1.323593131044774e-08,0.0,0.0,0.0,0.0,0.0,2.903812213516014e-10,13.31634907146032,0.0,0.0,0.0,291.1529323534033,284.18946170036264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14932566379122045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82054000911L,0.0,1.9688690595932506e-10,461.5665161543756,244447.7807742041,55.40366170381219,0.0,237.5107223337185,0.00013334842011663217,0.0,0.00010685312977608634,0.0,0.0,0.0,10078.302376286703,0.11125853631841767,0.0013421416762609837,0.0,2652.495330971891,286.1553924941632,0.0,0.0,86626.07213048062,3.818939962358972e-09,2.954350161779271e-08,1.1540398872331728e-06,129.96631684891898,1.0897416826351306e-07,0.0,0.0,103.43177996117052,48810.47919633062,0.0,0.006706121114759324,6.791576612595818e-10,0.0,0.0,58.12526078607214,0.0,273.6164887457308,670.9240474473057,8.468581764371986e-07,0.0,0.0009504356808237868,661.0294977790243,0.0,0.0,0.0,0.0,7.891320447096998e-06,0.0
82054000919D,0.0,0.0,0.0,56809.635539197836,0.014722008091414041,0.0,5.152614421028989e-05,0.0,0.0,0.0002453408740245644,4.018238093682896e-20,0.0,0.0,1328.0520216906584,7.718719065207873e-20,2.5354085454943257e-09,0.0,5882.842699495903,520.2272877852217,0.0,0.0,1621.731138014677,0.0007179004560506062,3.040785349970475e-06,2.1962401049890676e-13,0.0,0.00035664619947029506,0.0,0.0,0.00016184419493801746,25645.02305368876,0.0,2.2929100543233293e-07,166.1474599829094,0.0,0.0,0.006668338068379686,0.0,20.2015523156359,2.892793948689725,3.096952720201789e-09,0.0,0.0,802.3078261969042,0.0,201.68570080307512,0.0,0.0,0.0,0.0
82054000920M,0.0,0.0,0.0,422952.5857549685,3.7763978506532255e-06,0.0,0.0,1.9703141260361936e-05,0.0,0.005500110959994168,0.0,0.0,0.0,13760.903072352346,0.0,0.09131191132366191,5.658534755767676e-11,36.86265315757021,556.7508954305925,0.0,0.0,1.8075134359553115e-17,2.6195467863044873e-06,3.3690858868940817e-06,2.0590981910763855e-08,0.0,196.68078443585023,0.0,5.658534755767676e-11,2.4694281191892286e-08,21197.787950177983,0.0,6.126668908232783e-12,0.0,0.0,0.0,0.044306709452355805,0.0,110.80291191413272,1530.6648262674205,5.3927948063148015e-16,0.0,0.0,5.747166050864592e-07,0.0,0.0,0.0,0.0,2.4756326523765997e-06,0.0
82054000930Q,0.0,8.671686594731836e-08,0.0,281652.506430173,26.029642247126908,0.0,0.0,0.0,0.0,0.1062357524196064,133.0391787662716,0.0,0.0,24749.751789807862,0.0,0.28614706388621564,0.0,6.459638699732366,0.6665679245096799,0.0,0.0,1.3395722270690806e-14,5.167771173114797e-06,5.167771173114797e-06,4.268712027760483e-05,0.00013127802985024958,0.6571956482347907,0.0,133.0391787662716,3318.278376183597,37428.00939981437,0.0,2.6616900101935393e-08,667.0932646694677,0.0,0.0,217.3920790862527,0.0,68.87265066222258,868.9019800714988,2.4027597795037834e-09,0.0,0.0,5.656671710587749e-05,0.0,0.0,0.0,0.0,3.6800948378099824e-06,0.0
82054000940U,0.0,3.3762432542194505e-09,0.0,105805.42140732435,0.04102085653357284,0.0,0.0,0.0,0.0,0.0034040969698117853,0.0,0.0,0.0,35587.256492675595,0.0,0.2621543574889357,0.0,1.8172378999118814,1.8708345105164376e-07,0.0,0.0,0.0,4.584031855670522e-07,4.584031855670522e-07,0.0012051955407050433,1.221447565220036e-11,1.8708345105164376e-07,0.0,7.1656844477305496e-12,2.4264394390516223e-08,19705.3869991549,0.0,1.809694315926613e-10,0.0,0.0,0.0,1061.371273823384,0.0,166.61970162794307,489.7350761066833,6.893489313111483e-10,0.0,0.0,0.004025282951302101,0.0,0.0,0.0,0.0,2.782343034100269e-07,0.0
82054000950X,0.0,0.0,0.0,10744.768226595192,0.0,0.0,0.0,0.0,0.0,0.001675081551880869,0.0,0.0,0.0,0.0,0.0,0.0006390247362537664,0.0,83.2210928129982,0.0,0.0,0.0,0.00015963129565536876,3.7434050352253245e-05,3.7434050352253245e-05,0.0013660065827221673,0.0,0.0,0.0,1.9190074637922586e-07,0.00015222920819789852,5210.7248070619735,0.0,1.4910054738440653e-08,0.0,0.0,0.0,0.0,0.0,48.59160579575316,0.0,0.0,0.0,0.0,0.00020068579752701996,0.0,0.0,0.0,0.0,0.0,0.0
82054000990K,1.6282281862095704e-13,1.8985331549112723e-08,2708.0884627036926,118656.81872458784,561.2946807490252,0.07049824607819266,63.27367940558916,0.0,0.0,1.643654938836947e-16,7.60294900793409e-15,8.564755163056045e-18,0.0,8878.446650923634,1.6050735313273279e-16,0.0,1.8070895746935447e-25,1720.4776377047474,2.9961259455615625e-06,0.0,0.0,0.0003340240944120042,2.9769139368215407e-09,3.856853002266144e-11,120.61050604764833,3.569987792346559e-07,1.1860689740772836e-14,0.0,1393.2939223691249,144.79476298151985,57633.656243171456,0.0,0.0,1.0769933797762603e-11,0.0,0.0,478.9269910131471,0.0,21353.23114944572,0.19696862888901168,0.11386013585797751,2.5089205191833656e-14,0.0,11780.474924486785,0.0,0.0,0.0,9.841549340864982e-23,3.6141633483866614e-17,0.0
82055100100N,4.3902916430408947e-13,0.0,0.0,195004.40228140214,5.191584531241151e-06,0.0,0.0,0.0,0.0,0.0,0.0,518.0397021149607,0.0,0.0,2.125162145065484e-09,0.0,0.0,12181.392992680698,0.31060125214638307,0.0,0.0,1.2062066354878558e-10,0.0,0.0,0.0,0.0,0.001012382301143131,0.0,1.2062066354878558e-10,0.0,97299.60325577627,0.0,1.2329264060330107e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.61961551342383e-05,0.0,0.0,0.0,8.067212769433983e-05,0.0,0.0,0.0,0.0,0.0,0.0
82055100200U,0.0005121550714872972,0.0,0.0,110655.13664492575,5.783777942528622,0.0,0.0,0.3984492081274901,0.0,0.0,0.0,0.0,0.0,0.0,1.1856677757266177e-06,0.0,0.0,0.32065217740246377,2.1742885289868698e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017108604976516272,0.0,0.0,0.0,31796.730208715126,0.0,1.6600657761374844e-05,0.0,0.0,0.0,3.906586714534136e-08,0.0,0.0,2.2034343413561737e-05,0.0,3.895876636326334e-22,0.0,53.05800393833915,0.0,0.0,0.0,0.0,0.0,0.0
82055100300Z,2.1291752647549435e-06,0.0,0.0,642673.6104194926,0.00018537440897261215,0.0,7.643262735781056e-05,1.710069235036112e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.777555229557831e-06,0.0,3.0219824014469197e-05,39.93923555055468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518820.15497301926,0.0,0.0,0.0,0.0,0.0,3.162162080860573e-08,0.0,0.0039083665386958535,0.0005583207146933829,9.527597472815641e-05,0.0005410734344407263,0.0,0.15995283512195133,0.0,0.0,0.0,0.0,0.0,0.0
82055100400E,43156.863041766526,0.0,8.208556565069005e-18,391556.62443533225,17680.977510409022,0.0,0.0,0.003833666659199919,0.0,1.4873366960473214e-08,0.0,2.8386112851083803e-05,0.0,0.0005459983033805965,0.002925853929736108,21849.745844772446,0.00010004889023333022,0.44475139459590673,0.00011396651370727163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.787695141205634e-07,0.0,0.0,1.955201150673354e-06,180459.6467650341,0.0,2.0903673347378505e-05,1.955201150673354e-06,0.0,9.100491483940836e-09,5.2069176414944663e-08,0.0,7.867442045090709e-13,7.576611387341037e-07,1.9955587393835027e-14,0.0,0.0,11340.830077143826,0.0,0.0,0.0,0.0,3.3960959998616546e-10,0.0
82055100900G,3.1199103001929965e-07,0.0,0.0,1373157.450848297,12531.264263538242,1.753642025006147e-14,1.5787620928230064e-09,2.6700713165918517e-05,0.0,8.417808509931034e-13,0.0,7.426965509653894e-09,0.0,3.133232847536715e-08,6.793991953360897e-05,6794.757011375467,7.755141113799736e-06,130704.83851101456,4.3115708442266584e-06,0.0,1.6218224719911743e-10,8.355965453638139e-14,0.0,1.1425757146280785e-22,0.0,4.639310557559902e-16,5.103585928587608e-06,0.0,8.355965453638139e-14,0.00013579198488540472,689331.4316082934,0.0,3.658534283672569,4.532757831167831e-18,0.0,1.9539716412776087e-13,205.19818312607674,0.0,7.612344380160197e-09,7.377109400482956e-05,2.6471293354671183e-12,6.071418262670182e-07,0.0,2281.1650847060005,0.0,1.155326072844294e-18,0.0,0.0,3543.165633024525,0.0
82055900100J,0.0,0.0,0.27691462361677965,52696.60945810577,0.0,0.0,0.07508192914707798,0.0,0.0,2612.553020322431,0.0,0.0,0.0,2.1687477309520779e-07,36.81330600374152,0.0,0.0,217434.51222280134,4864.6462753344795,0.0,0.0,0.0,1.7711730546213487e-13,1.7711730546213487e-13,1.016622040153728e-11,0.0,0.0005206698854683956,0.0,0.0,1.3325720467544961,21420.27932759119,0.0,8.141205452938588e-10,0.0,0.0,0.0,9.050758169109307e-10,0.0,0.0,0.012586320903098719,2.2157181813417973e-07,0.0,0.0,61.23871260696108,0.0,0.0,0.0,0.0,1.2036128299917753e-06,0.0
82055900900C,57.629037565089035,94.69996450728907,596826.9892474377,3488132.2557007032,112561.80663041085,6.249148468640517e-07,52046.117012702234,2.6542959379349146e-12,8.703902744434549e-16,8207.816565240142,51613.83656429568,337.5669373429612,2.655801183915256e-07,284890.7132587158,5723.183559879685,112973.89853620307,626.3878067999995,477610.8976709174,161048.98281918842,8.542487210963645e-14,2.1898928529169834e-06,886934.2563207254,0.4038377328969226,9068.001447740231,1534794.1112335532,3185.7092735346528,96083.2837740359,3.595052782656418e-39,478769.1801203606,99509.61298137602,2098317.4790341617,3.929949847278569e-11,1747.6124755148346,29.762220810746726,0.0010550193332445874,82862.4429939937,31262.573494698387,0.02693878365086675,5990.262992675032,42772.72113941457,42.69808198942258,3474.707150789094,0.12574548754479298,295289.63021127356,1506.101550929146,863673.634641818,1.8577437417099343e-15,1.9936557213978893e-18,15095.069968594054,1.5656000426790054e-15
82056000000K,0.0,0.0,0.0,29961.52600259336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.12387551977544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012188686404853363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82057000100E,3.6366237120257406e-08,2.7743648834687915e-14,551.5602638805652,189598.82625036346,0.0,0.0,0.0,0.0,0.0,5.985426062689893e-07,8.74778703485943,0.0,0.0,7.615687494494287e-05,0.41647469491535904,1.5356337464281732e-05,0.0,81574.2553136115,14.317133363289622,0.0,0.0,0.0,0.0,1982.059647005901,0.0014503028851622461,160.78034856368853,0.024706191308227966,0.0,2476.8522026667547,6223.410240290617,82299.00920540988,0.0,0.0,0.0,0.0,0.0,0.012972930129615645,0.0,750.1734462034585,1499.4563300004447,2.1110050408888543e-08,0.0,0.10068209212392135,2277.722549079061,0.0,0.0,0.0,0.0,6952.342904145927,0.0
82057000900Y,2.2100853297190897e-09,0.0014254016723729275,81023.05481278068,438869.4343605004,0.0014254016723729275,0.0,0.005483269775035149,0.0,0.0,1.3306136332024623e-09,2.683292749257911e-09,0.0,0.0001490421148938247,11.945756740174701,1261.7741646468912,1454.387019385196,983.2218095279892,5221.335889719437,79913.77594985887,1.296483291611268e-21,0.0,0.0,1.5667637994556552e-05,6.8199976828210266e-15,355011.71279583237,2.1477337647687008e-08,343.9671921436779,0.0,127375.8846110335,20453.32825543268,175305.0932464914,0.0,1.0618584734292107e-07,0.024165864363416792,0.0,7319.800004642307,2626.104304446588,0.0,1.1910418248271364,785.9872120523368,0.0005761601684323862,4.280512212617866e-12,0.0,6739.837362348213,0.0,0.0,1.7933372366833216e-16,9.635474998578039e-21,4552.770969651109,0.0
82059000110L,0.0,0.0,1.7262305271453076e-06,25173.186393220964,0.013089940098669896,0.0,0.0009732196136827901,0.0,0.0,0.0,0.0,0.0,0.0,127.49419593782032,20.11043230047714,0.0,0.0,899.5878931688036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.745449543770691e-05,0.0,0.0,0.0,8.893354713271788e-08,6937.004984895026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002077171927270507,0.011460812149469132,0.02842425089284894,5.81256711787265e-06,0.0,0.0,0.0,0.0,0.0,0.0
82059000120P,7.859181444079922e-05,0.0,2473.3266231777948,20311.143579686905,3.963853397021952e-06,0.0,0.0,0.0,0.0,5.787940913814326e-07,0.0,13.752101300286439,0.0,0.00012984222028431864,1.1160645927758305e-05,13311.543387588652,0.0,1.1160645927758305e-05,11958.592881507715,0.0,1.8990500280785324e-06,0.0,0.0,0.0,3727.084289252691,0.0018532706560540307,0.0,0.0,0.026096361092473753,0.030316971677724312,19177.865214603404,0.0,0.0,0.0,0.0,0.0,0.001086258947945595,0.0,0.00014652084907049387,1.213841287710847e-05,9.597608883388458e-10,0.0,0.0,0.002174162933259443,0.0,0.0,0.0,0.0,0.0,0.0
