hs6_d12,A,B,C,CONS,D_15,D_16,D_17,D_18,D_19,D_20,D_21,D_22,D_23,D_24,D_25,D_26,D_27,D_28,D_29,D_29_30_31_32_33,D_30,D_31,D_32,D_33,D_34,D_35,D_36,D_37,E,F,G,H_551,H_552,I_60,I_61,I_62,I_63,I_64,J,K_70,K_71,K_72,K_73,K_74,K_99,L,M,N,O,P
84269100200Y,2.8742139635292334,0.0,33601.746646629865,3408482.5272709983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.961860279472339,0.0,0.0,0.0,0.0,377.5231777724656,3350080.598094724,0.0,0.0,0.0,0.0,1311.3675201855215,77584.38293041733,0.0,0.0,0.0,0.0,285386.95366778667,707481.3375628126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1563999049261784,526642.5471243062,0.0,0.0,1017951.7008548828,0.0,96878.64281840561,0.0,0.0,262569.50985693,0.0
84269100900L,0.0,0.0,0.0,126425.84832811155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47601032481381345,0.0,0.0,0.0,0.0,3916.3017511986022,5348515.371129522,0.0,0.0,0.0,0.0,0.0,397057.75042078434,0.0,0.0,0.0,0.0,293207.08935028693,2556574.654639771,0.0,0.0,49099.145189226474,0.0,0.0,97.26266307968133,0.0,345.5651655231662,50395.59840716984,726.9544845859853,0.0,0.0,25418.018216966528,0.0,0.0,0.0,0.0,8257721.724243448,0.0
84269900000H,3.4055669772979047,0.0,244754.31791884752,693222.8390221683,350.4774143017526,0.0,8.65473397366484e-12,8.65473397366484e-12,0.0,0.0036165257170591857,0.0005527315938821185,0.0,0.0,543.9597009476562,5.300913617108007e-07,0.10815013137011475,1.6243379432524477e-08,14902.59125992086,1497.3393338520166,2.0120795791910643e-11,0.0,96.0926362272805,0.0,0.0,0.0003620711581496857,3.780322558675394e-05,0.000959832455795397,1.919843583762784,1.6243379432524477e-08,2961347.760284191,607230.1376526584,0.0,0.0,0.0,0.0,0.0,1.1383158988575422e-09,0.0,2.938278737728904e-06,16514.20272887217,1.694468867356587e-05,0.0,0.0,12299.195100162995,0.0,0.0,0.0,0.0,18418.737837746798,0.0
84271011110G,0.0,0.0,0.0,0.0,8792.437803037717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3025.081098481142,0.0,0.0,3025.081098481142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84271011120K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16044.040000000003,0.0,0.0,16044.040000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84271011990B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31350.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84271019110T,0.0,0.0,0.0,134714.02128500986,0.0,0.0,0.0,0.0,0.0,0.0,0.21878379823710342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30449.304631502775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510.5512061113322,0.21878379823710342,0.0,0.0053097795825945695,0.0,0.0,0.0,0.0,0.0,0.0
84271019120W,0.0,0.0,0.0,220059.98910193794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.12310872598283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26103.833553430137,0.0,0.0,0.5554915474780308,0.0,0.0,0.0,0.0,0.0,0.0,1552.8487443584393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84271019190U,0.0,0.0,0.0,11496.223982960799,0.0,0.0,0.0,0.0,0.0,0.0,5244.541793103168,0.0,0.0,0.0,29954.981015237783,0.0,0.0,0.9210114105729246,0.2794577443036207,0.0,0.0,0.0,0.0,0.0,5384.506548741039,0.0,0.0,0.0,0.0,0.0,17426.685392105614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5384.506548741039,55.76424995568134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84271019210Y,296.8510116000956,0.0,0.0,1220621.9312628238,432547.03502081,0.0,101328.18288387274,0.0,9.885554237004551e-05,0.11376779912408429,0.0,0.0,0.0,0.0032284673597808324,0.08187906700014332,0.0,0.0,0.5859463200295981,0.008944126269095765,0.0,0.0,254621.47404404354,0.0,0.0,627.025761001161,0.0,36544.30087322131,0.0,0.0,1.10218334132384,385353.4424821465,0.0,0.0,0.0,0.0,0.0,21872.458306600955,0.0,1.0820892979827064e-07,0.0,98664.84263789596,9.916437189989993e-09,0.0,9100.749408270734,0.0,0.0,0.0,0.0,0.0,0.010259618374304795
84271019220B,101715.38189109579,0.008441531991611469,0.09574289294996759,10018010.694478175,6330756.754987239,0.0,982407.8846767565,0.0,0.0,0.0,88596.38425412186,0.0,0.0,777563.3943837391,1.9606554856010752e-06,0.0,0.0,160056.86266143774,86644.54460019773,0.0,0.0,3.214045544775431e-11,5.637395352680642,0.0,5.962873197064995e-11,0.0,250833.509932294,4.0461484046533374e-13,0.09574289294996759,17.96831828568208,4571450.078746859,3.742021573078703e-09,0.0,0.0003091408570991895,0.0,0.0,0.020592436205474945,0.0,3670081.4405471375,164.6010581001287,360377.3695966179,1.2888870319789365e-13,0.0,2.0806349275500266e-05,0.0,0.0,0.0015801087624769058,0.0,3.2409685755821134e-05,8.408286797868018e-06
84271019230E,677.8074831428415,0.0,0.0,190332.9662763753,677.8074831428415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21693666503527187,29168.449879686596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.991940987407195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84271019290Z,7.426766760952893,0.0,0.0,99541.51211673957,6829.1217873684,0.0,0.0,31260.64143668774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33416.404510813096,83.93308647399576,38.530434825381924,0.0,0.0,0.0,0.0,0.0,1.9363565407291399,0.0,31260.64143668774,0.0,0.0,32.93559487646278,11000.607153001058,0.0,0.0,2.0267405515564603,0.0,0.0,0.0,0.0,0.0,33416.404510813096,31245.608067860223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84271019320G,205.73758548656866,0.0,16281.572722831203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3685.5744530602055,0.0,0.0,0.0,16281.572722831203,275202.43116516096,31056.23167657436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204805.42967405546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84271019390E,0.0,0.0,4896.880817000855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4896.880817000855,48264.58533785463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.59302814366071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84271019420M,0.0,0.0,0.0,91567.10211890045,6212.339018873453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10526.965078463385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.4037837627128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84271019920P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15700.783127562518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32117.966872437486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84271019990M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67831.79666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12953.92,0.0,0.0,67831.79666666666,0.0,0.0,67831.79666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84271090100Z,0.0,0.0,1.7654578521742783,1020092.3319551948,0.0,0.0,0.0,0.0,0.0,0.0,31950.37389945756,0.0982826136081757,0.0,0.0,3.517829634818216e-07,0.0,713.2909040050399,1.1015500062538803e-10,3332.7927046536656,0.0,0.0,1.4341834224969556e-05,0.0,0.0,8.069226261710155e-06,0.0,0.0,4.345247174853914e-05,505.2156336569002,1057.4484465603398,1083209.5921024436,0.0,0.0,0.0003932141034258836,0.0,0.0,674256.7731592826,0.0,3039071.6132261613,62830.64971174303,5302560.122930314,0.0,0.0,531079.7711266321,0.0,0.0,0.0,0.0,0.0,0.0
84271090200E,0.0012139903586569094,0.0017399545459101538,0.025953858440516942,1143598.3029020766,192847.0129783458,0.0,0.0,0.0,7.090957492951507e-06,68.31434431041966,0.0,0.0,0.0,14128.805693172391,1.1729890295935358e-06,0.0,8.478457639466577e-06,115959.72099814135,1.1846889296784586e-05,0.0,0.0,4076.4580618806062,0.0,0.0,2.5628665375826904e-07,0.0,74380.01657564421,0.0,0.025953858440516942,2.781801806122427,862073.0689561532,7.344132652550046e-05,0.0,1.2210731641140582,0.0,0.0,1.5620473886684403e-06,0.0,2556086.9209241667,214673.41633112883,61298.54004776418,2.0475873185166253e-06,0.0,68.31434431041966,0.0,0.0,0.0,2.9126807845430046e-09,0.0,3.7226282095088e-07
84271090300K,0.0,0.0,55.47998800235399,294783.6316353573,166848.192261292,0.0,0.0,0.0,0.010424938083913853,0.0,0.0,0.0,0.0,0.19908482056367854,111.79968178260538,0.0,0.0,6.937445720025962e-05,7.829889517802006e-06,0.0,0.0,57946.17686412015,0.0,0.0,0.0,0.0,0.0,0.0,55.47998800235399,1059.5001492974773,54888.60548402271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44094.53424178278,2308.9795997910965,136.4805195861035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84271090400Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1683.674603174603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6802.045396825396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84271090900T,7909.495587072812,0.0,0.0,0.0,0.0,0.0,210.45401458164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25557.980594612007,0.0,0.0,0.0,0.0,0.0,0.0,2074.2746507542624,0.0,0.0,6894.645152979285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84272010110N,0.0,0.0,149943.2918431801,18929.95368845391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018927.9298795095,0.0,1.9705998461555205,0.10613850459464934,0.0,0.0,0.0,0.0,0.0,1.9705998461555205,0.0,1.9705998461555205,0.4086465426976146,77184.53281155213,4292.540339726529,73215.14900549165,0.0,0.0,25.694582979555737,0.0,0.0,3.5974581708285664,0.0,622440.6079352254,72021.47260517544,61166.8491224943,0.0,0.0,14942.964143455034,0.0,0.0,0.0,0.0,0.0,0.0
84272010120R,0.0,0.0,1547.7327572419397,751306.1716057834,0.0,0.0,0.0,0.0,0.0,0.0,1370.6619086105982,0.0,0.0,0.0,66.66830784227426,0.0,0.0,708966.71444768,31.301966569716733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67315.12148693339,0.06074698880052543,1547.7327572419397,42735.33681888709,222545.2370087262,0.0,0.0,10288.865529390629,0.0,0.0,0.22253643922550764,0.0,0.0,0.05857074227121354,447029.49937028583,0.0,0.0,1.2041806367746914,0.0,0.0,0.0,0.0,0.0,0.0
84272010190P,0.0,0.0,0.0,1084187.623664347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8083.072381354255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316658.2459337062,0.0,1303.348020592572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84272010910G,0.0,0.0,509.4505438731448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87235.19599484297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38525.50646497138,1105875.0094853565,0.0,0.0,0.0,8.845177416012984,0.0,0.0,577841.4939916633,0.0,0.0,0.0,704.2410039210832,0.0,0.0,18280.017337955498,0.0,0.0,0.0,0.0,0.0,0.0
84272010920K,0.0,0.0,0.0,221410.15311281514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8026.05126424617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.3380333744686,6462.167864519398,0.0,0.0,26751.759725044754,0.0,0.0,0.0,0.0,0.0,0.0
84272010990H,0.0,0.0,2302.1299338201898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33678.37956197012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31166.182838353412,27954.89951058271,0.0,0.0,0.0,1964.9723457565149,0.0,0.0,1376816.7401911372,0.0,0.0,9337.270288546271,23860.775041287376,0.0,0.0,9337.270288546271,0.0,0.0,0.0,0.0,0.0,0.0
84272090110R,0.0,0.0,0.0,77759.30403669454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1738.9863416418482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3896216636017282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84272090120V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30378.154761904763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20657.14523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84272090190T,0.0,0.0,1089404.5952305095,1401917.054631825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012852144254124522,13696.589896873886,0.0,0.0,3.3746306440428616e-06,0.0,0.0,3.3746306440428616e-06,0.0,0.0,7.82912134630212e-06,799.8721272975068,1909833.544588627,613711.998338847,0.0,0.0,9.321130047449507e-05,0.0,0.0,0.003044135249576219,0.0,8608840.037781874,19.94682393168448,2365879.0116007943,0.0,0.0,5076.915698972627,0.0,0.0,0.0,0.0,0.0,0.0
84272090210X,422060.6527923506,0.0,0.5558480577028171,1819474.177092368,5.2920773493228196e-11,0.0,95298.45976615754,0.0,4.5802613675772516e-08,1145.8569820919517,0.0,0.0,0.0,0.0,0.0,0.0,104585.61706803205,0.674061533296022,1889545.638741035,0.0,0.0,0.0,0.0,1.3139988210445437e-06,0.8583020180498405,9.643009718913931e-08,121618.53792568261,0.0,0.5558480577028171,4044.5092860431705,1314123.955318603,0.0,0.0,0.0,0.0,0.0,0.0031203620386816545,0.0,9.802391063785176e-06,195125.42411276753,120215.69129214631,0.0,0.0,5890.392431434397,0.0,0.0,0.0,0.0,0.0,0.0
84272090220A,339232.87642332533,0.0,104196.35113556341,9337933.864344083,299644.99153844465,0.0,274093.13274921494,0.0,0.0,1.4851694980263615e-16,86953.11689358168,0.0,0.0,0.43288550157212075,339885.59111552354,1.6857852832154023e-08,0.0,0.00306585493544491,21289072.156266876,1.7290968841608772e-15,0.0,4.962270930106068e-12,0.0,0.0,25520.3573417685,2.175644687647495e-13,1.4264487578410736e-07,2.2069948099060924e-09,293059.1188602391,47810.471979832764,7136109.214938831,1.3674726999276771e-11,0.0,162806.72011987338,0.0,0.0,291506.4406721821,0.0,5760245.927161985,57.21957812111525,1046415.550471933,0.0,0.0,354013.2024039448,2.2751377336339388e-11,0.0,0.0,0.0,5.315533799226253e-05,0.0
84272090230D,0.0,0.0,3999.8708353076554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3999.8708353076554,39423.48496636251,13057.169050123455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31636.584312898736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84272090290Y,11.176799060596293,0.0,0.0,1069097.841758883,16566.439031242673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585.2888420338033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.17220638250631,0.0,261145.40877315018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13370.023104733857,25.3745512792285,149130.87829832756,0.0,0.0,14083.926634906627,0.0,0.0,0.0,0.0,0.0,0.0
84272090310C,635672.4910580917,0.0,42626.55844639123,478005.108674465,0.08118645503348043,0.0,0.0,0.0,0.0039517896292001605,0.6763268121323955,0.0,0.0,0.0,0.10201957800956583,0.0,82238.0731176891,0.0,61499.092236606,86.16368677417789,0.0,0.0,0.00012883190425051435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68338.5727682405,450390.00822956004,0.0,0.0,197330.08766559165,0.0,0.0,0.0,0.0,38.67409393917145,462.3752073259616,97337.86494700165,0.0,0.0,0.0,4.85625485722932,0.0,0.0,0.0,0.0,0.0
84272090320F,203937.2215524855,0.0,581202.6009280749,4586687.416489003,533844.9252984062,0.0,0.0,0.0,1.2663486780556236e-06,0.0,1225.359012004346,293.87549559076444,0.0,1723.6450426982203,2.465201314761597e-05,0.8273227534987121,163670.4925934448,134165.203359416,2688771.626934949,0.0,0.0,49245.1747252575,0.0,0.0,150749.4572416152,0.0,61.59587322660115,305.779669644424,1.6133189343266676,56623.546594069776,2404539.0177792795,0.0,0.0,1883.3715434707087,0.0,0.0,59.693305042379976,0.0,2246123.2109610145,9488.467940186265,493366.16167355125,1.8037565651436e-08,0.0,97325.08502472326,0.00029522156137557734,0.0,0.0,0.0,0.0,0.0
84272090390D,14.110444062599521,0.0,0.0,2118376.453566099,0.005925708145002062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.186699370568532,0.0,184.9158924912659,426067.0220031249,0.0,0.0,0.0,0.0,0.0,5.186699370568532,0.0,0.0,0.0,0.0,586596.0617292341,122399.5965204384,0.0,0.0,5.186699370568532,0.0,0.0,0.20678644535057242,0.0,12.97955279394875,16.086865746785016,10047.865463959954,0.0,0.0,232.45515178337308,0.0,0.0,0.0,0.0,0.0,0.0
84272090410H,0.0,0.0,0.013801675852030584,432461.8159816049,0.0,0.0,0.0,0.0,0.017745941282794664,0.0,0.0,0.0,0.0,0.3498147206157951,0.0,0.0019255721256826108,0.07264964481621596,218390.77777058707,102658.19547812907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07264964481621596,0.6864072833480238,178.8194520417347,328740.9558744967,0.0,0.0,45.97539434870695,0.0,0.0,45.97539434870695,0.0,2.451288133452785,2.3323107933515708,81083.63606103351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84272090420L,4.054822290831383,0.0,93.43872022004632,2254197.781864813,0.0,0.0,0.0,0.0,0.023206445808498916,0.0,0.0,0.0,0.0,0.6399358646470086,0.0,0.0,0.0051641890585593115,0.005444827216082743,297965.6390434235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051641890585593115,167.95859136072679,4462.237116213751,221983.79732736363,0.0,0.0,0.0,0.0,0.0,0.05492424553146198,0.0,0.0,0.0,624.5186745525924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84272090490J,0.00744971028619083,0.0,1.8246214326694017,1331545.3205077527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008204440005150405,0.0,0.008204440005150405,12987.340006692477,0.0,0.0,0.02025527401753173,0.0,0.0,3.2163285550333676,0.0,0.0,0.0,80.18934898759397,2373290.129280831,1948866.1003005288,0.0,0.0,0.3373403416561885,0.0,0.0,0.0,0.0,2620294.7838357775,0.0003443507545777853,2721.1571489042717,0.0,0.0,3.556821979932456,0.0,0.0,0.0,0.0,0.0,0.0
84272090910K,131637.173761632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.579214512025576,369975.4146235372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26040.091952759427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.96044755932253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84272090920N,4588.1430084004105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4588.1430084004105,44394.5193780671,0.0,0.0,0.0,0.0,0.0,454.99936794738915,0.0,0.0,4473.027527357913,67929.83806840029,0.0,0.0,58090.14964142649,0.0,0.0,0.0,0.0,0.0,0.0
84272090930R,0.0,0.0,141.28748494992416,36307.31030575644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.28748494992416,9741.66941155872,30029.035312784996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84272090990L,0.0,0.0,349677.84287824907,929726.0769454907,0.0,0.0,360371.4963950569,0.0,0.0,0.0,0.0,0.0,0.0,521609.0914421239,0.0,43.72669108691184,0.0,0.0,302.06307247065183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.402150247466325,486459.22785380256,119537.24081365818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329582.1250673637,521609.0914421239,283.9338494365272,0.0,0.0,50.74139888972947,0.0,0.0,0.0,0.0,0.0,0.0
84279000100Z,0.00012288934615669835,0.0,8.615085558296814e-06,1524528.7548587462,0.006018412362788242,0.0,345342.8343856782,0.0,0.0,0.00014469407987056595,10224.040088653854,0.0,0.0,971.0680740701056,901596.7530566778,0.0,0.00084660338308228,13063.132923393858,340186.1732264455,0.0,0.0,37638.760466717016,0.0,124462.31228138719,0.0005976253944263093,945.5188751322456,14027.482486224697,8.220931162519948e-18,8.663922531682756e-06,9529.252084394635,756628.8238478663,0.0,3.69386884135691e-06,6.415127578661019e-05,0.0,0.0,3498.97222127111,0.0,8446.482694863096,3.3193772186913097,40114.52431820821,0.0,2.9604719464768016e-08,89.22195857669529,0.0,0.0,0.0,0.0,147576.1049590963,0.0
84279000900T,0.03177212574204462,0.0,104991.2327020715,186389.16992004693,130968.6817763609,0.0,15549.39238511124,0.0,0.0,16.02138266450618,81735.85098757148,0.0,31748.663252594586,224724.88755684282,0.052822550904469294,4562.709755108394,38755.39160249498,299.2105159839822,117975.07375447854,0.0,0.0,29676.405402994933,4.4243845901303743e-07,0.0,3.7430590832028847,0.0,3402.8845269702656,2.920198075909817e-10,70846.85799825132,25555.991878289464,352297.1290131983,0.0,0.0,0.0,0.0,0.0,3222.2880877511043,0.0,241072.65543387312,8355.30445340659,6958.846144991998,25.582418317640464,1.7062197389369045e-06,67496.1913947167,0.0,0.0,0.0,0.0,0.0,0.0
84281000111K,0.0,0.0,0.0,58396.26670443671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008994598284103381,10171.226213239632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041935.5963135824,71527.94177414301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84281000112M,0.0,0.0,0.0,40131.005711934915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.9789758356457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1558182.8977262843,173559.31285884167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.627695859263259,0.0,0.0,2.8391995615831185,0.0,0.0,0.0,0.0,312.3778316825527,0.0,0.0
84281000115U,0.0,0.0,0.0,1939.7570449385275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.933444166475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850400.899510895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84281000116W,0.0,0.0,0.0,179784.89326015158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32303.888204448805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700148.0158348794,41060.892700520126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84281000117Y,0.0,0.0,0.0,34443.37448452673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16114.126510599974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274974.6668684809,2450.0321363924872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
