HS,HS4,HS4Desc,HS6,HS6Desc,BEC5Code1,BEC5Code2,BEC5Category,BEC5EndUse,BEC5Processing,BEC5Specification,BEC5Durability,i3,i31Desc,standesci3,i4,i4Desc,standesci4,GTAP,GTAPcode,GTAPdesc,CPC1,CPCdesc,BEC4Code,BEC4ENDUSE,BEC4INT,BEC4CONS,BEC4CAP,AddedByUNSD,NoteByUNSD
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030349,"Fish; frozen, tuna, n.e.c. in item no. 0303.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030349
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030351,"Fish; frozen, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030351
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030353,"Fish; frozen, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030353
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030354,"Fish; frozen, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030354
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030355,"Fish; frozen, jack and horse mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030355
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030356,"Fish; frozen, cobia (Rachycentron canadum), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030356
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030357,"Fish; frozen, swordfish (Xiphias gladius), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030357
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030359,"Fish; frozen, n.e.c. in item no. 0303.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,Manual from Description
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030363,"Fish; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030363
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030364,"Fish; frozen, haddock (Melanogrammus aeglefinus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030364
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030365,"Fish; frozen, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030365
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030366,"Fish; frozen, hake (Merluccius spp., Urophycis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030366
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030367,"Fish; frozen, Alaska pollack (Theraga chalcogramma), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030367
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030368,"Fish; frozen, blue whitings (Micromesistius poutassou, Micromesistius australis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030368
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030369,"Fish; frozen, of Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, Muraenolepididae, other than cod, haddock, coalfish, hake, Alaska pollack, blue whitings, not fillets, meat of 0304, and edible offal of 0303.9",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030369
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030381,"Fish; frozen, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030381NTo1 WITH H4-030381
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030382,"Fish; frozen, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030382
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030383,"Fish; frozen, toothfish (Dissostichus spp.), excluding fillets, livers, roes, and edible fish offal of subheadings 0303.91 to 0303.99",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030383
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030384,"Fish; frozen, seabass (Dicentrarchus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030384
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030389,"Fish; frozen, n.e.c. in heading 0303, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030389NTo1 WITH H4-030389
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030391,"Fish; frozen, livers, roes and milt",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,Manual from Description
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030392,"Fish; frozen, shark fins",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,Manual from Description
H5,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030399,"Fish; frozen, fish fins (other than shark fins), heads, tails, maws and other edible fish offal",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,Manual from Description
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030431,"Fish fillets; fresh or chilled, tilapias (Oreochromis spp.)",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,1To1 WITH H4
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030432,"Fish fillets; fresh or chilled, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,1To1 WITH H4
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030433,"Fish fillets; fresh or chilled, Nile perch (Lates niloticus)",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,1To1 WITH H4
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030439,"Fish fillets; fresh or chilled, carp (as specified by the WCO), eels (Anguilla spp.), and snakeheads (Channa spp.)",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NToN/1ToN Retained Code WITH H4-030439
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030441,"Fish fillets; fresh or chilled, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic (Salmo salar), Danube (Hucho hucho)",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,1To1 WITH H4
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030442,"Fish fillets; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,1To1 WITH H4
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030443,"Fish fillets; fresh or chilled, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,1To1 WITH H4
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030444,"Fish fillets; fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,1To1 WITH H4
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030445,"Fish fillets; fresh or chilled, swordfish (Xiphias gladius)",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,1To1 WITH H4
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030446,"Fish fillets; fresh or chilled, toothfish (Dissostichus spp.)",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,1To1 WITH H4
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030447,"Fish fillets; fresh or chilled, dogfish and other sharks",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,Manual from Description
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030448,"Fish fillets; fresh or chilled, rays and skates (Rajidae)",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,Manual from Description
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030449,"Fish fillets; fresh or chilled, other than fish of heading 0304.4",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030449NTo1 WITH H4-030449NTo1 WITH H4-030449
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030451,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, tilapias, catfish, carp, eels, Nile perch, and snakeheads",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NToN/1ToN Retained Code WITH H4-030451
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030452,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, salmonidae",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,1To1 WITH H4
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030453,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,1To1 WITH H4
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030454,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, swordfish (Xiphias gladius)",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,1To1 WITH H4
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030455,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, toothfish (Dissostichus spp.)",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,1To1 WITH H4
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030456,"Fish meat; excluding fillets, whether or not minced; fresh or chilled, dogfish and other sharks",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,Manual from Description
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030457,"Fish meat; excluding fillets, whether or not minced; fresh or chilled, rays and skates (Rajidae)",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,Manual from Description
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030459,"Fish meat; excluding fillets, whether or not minced; fresh or chilled, of fish n.e.c. in item no. 0304.5",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NTo1 WITH H4-030459NTo1 WITH H4-030459NTo1 WITH H4-030459
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030461,"Fish fillets; frozen, tilapias (Oreochromis spp.)",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,1To1 WITH H4
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030462,"Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,1To1 WITH H4
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030463,"Fish fillets; frozen, Nile Perch (Lates niloticus)",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,1To1 WITH H4
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030469,"Fish fillets; frozen, carp (Cyprinus/Carassius/Ctenopharyngodon idellus/Hypophthalmichthys/Cirrhinus/Mylopharyngodon piceus/Catla catla/Labeo/Osteochilus hasselti/Leptobarbus hoeveni/Megalobrama), eels (Anguilla) and snakeheads (Channa)",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,NToN/1ToN Retained Code WITH H4-030469
H5,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030471,"Fish fillets; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",113101,,"1.Agriculture, forestry, fishing, food, beverages, tobacco ",CONS,PRIMARY,,NON-DURABLE,1512,Processing and preserving of fish and fish products,C15,1020,"Processing and preserving of fish, crustaceans and molluscs",D10,25,ofd,"Food products nec,",21220,Fish  fish fillets  other fish meat and fish livers and roes  frozen,122,CONS,0,1,0,1,1To1 WITH H4
