clae6,clae6_desc,clae3,clae3_desc,clae2,clae2_desc,letra,letra_desc
239391,Fabricación de objetos cerámicos para uso doméstico excepto artefactos sanitarios,239, Fabricación de productos minerales no metálicos ncp,23,Fabricación de productos de vidrio y minerales no metálicos,C, INDUSTRIA MANUFACTURERA
239399,Fabricación de artículos de cerámica no refractaria para uso no estructural n.c.p. ,239, Fabricación de productos minerales no metálicos ncp,23,Fabricación de productos de vidrio y minerales no metálicos,C, INDUSTRIA MANUFACTURERA
239410,Elaboración de cemento,239, Fabricación de productos minerales no metálicos ncp,23,Fabricación de productos de vidrio y minerales no metálicos,C, INDUSTRIA MANUFACTURERA
239421,Elaboración de  yeso,239, Fabricación de productos minerales no metálicos ncp,23,Fabricación de productos de vidrio y minerales no metálicos,C, INDUSTRIA MANUFACTURERA
239422,Elaboración de cal,239, Fabricación de productos minerales no metálicos ncp,23,Fabricación de productos de vidrio y minerales no metálicos,C, INDUSTRIA MANUFACTURERA
239510,Fabricación de mosaicos,239, Fabricación de productos minerales no metálicos ncp,23,Fabricación de productos de vidrio y minerales no metálicos,C, INDUSTRIA MANUFACTURERA
239591,Elaboración de hormigón,239, Fabricación de productos minerales no metálicos ncp,23,Fabricación de productos de vidrio y minerales no metálicos,C, INDUSTRIA MANUFACTURERA
239592,Fabricación de premoldeadas para la construcción,239, Fabricación de productos minerales no metálicos ncp,23,Fabricación de productos de vidrio y minerales no metálicos,C, INDUSTRIA MANUFACTURERA
239593,"Fabricación de artículos de cemento, fibrocemento y yeso excepto hormigón y mosaicos",239, Fabricación de productos minerales no metálicos ncp,23,Fabricación de productos de vidrio y minerales no metálicos,C, INDUSTRIA MANUFACTURERA
239600,"Corte, tallado y acabado de la piedra (Incluye mármoles y granitos, etc.)",239, Fabricación de productos minerales no metálicos ncp,23,Fabricación de productos de vidrio y minerales no metálicos,C, INDUSTRIA MANUFACTURERA
239900,"Fabricación de productos minerales no metálicos n.c.p. (Incluye la fabricación de abrasivos, lijas, membranas asfálticas, etc.)",239, Fabricación de productos minerales no metálicos ncp,23,Fabricación de productos de vidrio y minerales no metálicos,C, INDUSTRIA MANUFACTURERA
241001,"Laminación y estirado. Producción de lingotes, planchas o barras fabricadas por operadores independientes",241, Industrias básicas de hierro y acero,24,Industrias básicas de hierro y acero,C, INDUSTRIA MANUFACTURERA
241009,Fabricación en industrias básicas de productos de hierro y acero n.c.p. (Incluye la producción de hojalata),241, Industrias básicas de hierro y acero,24,Industrias básicas de hierro y acero,C, INDUSTRIA MANUFACTURERA
242010,Elaboración de aluminio primario y semielaborados de aluminio,242, Fabricación de productos primarios de metales preciosos y metales no ferrosos,24,Industrias básicas de hierro y acero,C, INDUSTRIA MANUFACTURERA
242090,Fabricación de productos primarios de metales preciosos y metales no ferrosos n.c.p. y sus semielaborados,242, Fabricación de productos primarios de metales preciosos y metales no ferrosos,24,Industrias básicas de hierro y acero,C, INDUSTRIA MANUFACTURERA
243100,Fundición de hierro y acero,243, Fundición de metales,24,Industrias básicas de hierro y acero,C, INDUSTRIA MANUFACTURERA
243200,Fundición de metales no ferrosos,243, Fundición de metales,24,Industrias básicas de hierro y acero,C, INDUSTRIA MANUFACTURERA
251101,Fabricación de carpintería metálica,251," Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor",25,Fabricación de productos metálicos,C, INDUSTRIA MANUFACTURERA
251102,Fabricación de productos metálicos para uso estructural,251," Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor",25,Fabricación de productos metálicos,C, INDUSTRIA MANUFACTURERA
251200,"Fabricación de tanques, depósitos y recipientes de metal (Incluye la fabricación de silos)",251," Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor",25,Fabricación de productos metálicos,C, INDUSTRIA MANUFACTURERA
251300,Fabricación de generadores de vapor,251," Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor",25,Fabricación de productos metálicos,C, INDUSTRIA MANUFACTURERA
252000,Fabricación de armas y municiones,252, Fabricación de armas y municiones,25,Fabricación de productos metálicos,C, INDUSTRIA MANUFACTURERA
259100,"Forjado, prensado, estampado y laminado de metales, pulvimetalurgia",259, Fabricación de productos elaborados de metal ncp; servicios de trabajo de metales,25,Fabricación de productos metálicos,C, INDUSTRIA MANUFACTURERA
259200,Tratamiento y revestimiento de metales y trabajos de metales en general ,259, Fabricación de productos elaborados de metal ncp; servicios de trabajo de metales,25,Fabricación de productos metálicos,C, INDUSTRIA MANUFACTURERA
259301,Fabricación de herramientas manuales y sus accesorios,259, Fabricación de productos elaborados de metal ncp; servicios de trabajo de metales,25,Fabricación de productos metálicos,C, INDUSTRIA MANUFACTURERA
259302,Fabricación de artículos de cuchillería y utensillos de mesa y de cocina,259, Fabricación de productos elaborados de metal ncp; servicios de trabajo de metales,25,Fabricación de productos metálicos,C, INDUSTRIA MANUFACTURERA
259309,"Fabricación de cerraduras, herrajes y artículos de ferretería n.c.p.",259, Fabricación de productos elaborados de metal ncp; servicios de trabajo de metales,25,Fabricación de productos metálicos,C, INDUSTRIA MANUFACTURERA
259910,Fabricación de envases metálicos,259, Fabricación de productos elaborados de metal ncp; servicios de trabajo de metales,25,Fabricación de productos metálicos,C, INDUSTRIA MANUFACTURERA
259991,Fabricación de tejidos de alambre,259, Fabricación de productos elaborados de metal ncp; servicios de trabajo de metales,25,Fabricación de productos metálicos,C, INDUSTRIA MANUFACTURERA
259992,Fabricación de cajas de seguridad,259, Fabricación de productos elaborados de metal ncp; servicios de trabajo de metales,25,Fabricación de productos metálicos,C, INDUSTRIA MANUFACTURERA
259993,Fabricación de productos metálicos de tornería y/o matricería,259, Fabricación de productos elaborados de metal ncp; servicios de trabajo de metales,25,Fabricación de productos metálicos,C, INDUSTRIA MANUFACTURERA
259999,Fabricación de productos elaborados de metal n.c.p.,259, Fabricación de productos elaborados de metal ncp; servicios de trabajo de metales,25,Fabricación de productos metálicos,C, INDUSTRIA MANUFACTURERA
261000,Fabricación de componentes electrónicos ,261, Fabricación de componentes electrónicos,26,Fabricación de equipos electrónicos,C, INDUSTRIA MANUFACTURERA
262000,Fabricación de equipos y productos informáticos,262, Fabricación de equipos y productos informáticos,26,Fabricación de equipos electrónicos,C, INDUSTRIA MANUFACTURERA
263000,Fabricación  de equipos de comunicaciones y transmisores de radio y televisión,263, Fabricación  de equipos de comunicaciones y transmisores de radio y televisión,26,Fabricación de equipos electrónicos,C, INDUSTRIA MANUFACTURERA
264000,"Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos",264," Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos",26,Fabricación de equipos electrónicos,C, INDUSTRIA MANUFACTURERA
265101,"Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, excepto el equipo de control de procesos industriales ",265," Fabricación de aparatos e instrumentos para medir, verificar, ensayar, navegar y otros fines, excepto instrumentos de óptica",26,Fabricación de equipos electrónicos,C, INDUSTRIA MANUFACTURERA
265102,Fabricación de equipo de control de procesos industriales ,265," Fabricación de aparatos e instrumentos para medir, verificar, ensayar, navegar y otros fines, excepto instrumentos de óptica",26,Fabricación de equipos electrónicos,C, INDUSTRIA MANUFACTURERA
265200,Fabricación de relojes,265," Fabricación de aparatos e instrumentos para medir, verificar, ensayar, navegar y otros fines, excepto instrumentos de óptica",26,Fabricación de equipos electrónicos,C, INDUSTRIA MANUFACTURERA
266010,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos principalmente electrónicos y/o eléctricos (Incluye equipos de laboratorio, esterilizadores, paneles para observación de radiografías, tornos, etc.)",266, Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos ,26,Fabricación de equipos electrónicos,C, INDUSTRIA MANUFACTURERA
266090,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p. (Incluye prótesis, aparatos ortopédicos, materiales para fracturas, etc.)",266, Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos ,26,Fabricación de equipos electrónicos,C, INDUSTRIA MANUFACTURERA
267001,Fabricación de equipamiento e instrumentos ópticos y sus accesorios,267, Fabricación de instrumentos de óptica y equipo fotográfico,26,Fabricación de equipos electrónicos,C, INDUSTRIA MANUFACTURERA
267002,"Fabricación de aparatos y accesorios para fotografía excepto películas, placas y papeles sensibles",267, Fabricación de instrumentos de óptica y equipo fotográfico,26,Fabricación de equipos electrónicos,C, INDUSTRIA MANUFACTURERA
268000,"Fabricación de soportes ópticos y magnéticos (Incluye CD, disquetes, cintas magnéticas, tarjetas magnetizadas, etc.)",268, Fabricación de soportes ópticos y magnéticos,26,Fabricación de equipos electrónicos,C, INDUSTRIA MANUFACTURERA
271010,"Fabricación de motores, generadores y transformadores eléctricos",271," Fabricación de motores, generadores y transformadores eléctricos y aparatos de distribución  y control de la energía eléctrica",27,Fabricación de maquinaria,C, INDUSTRIA MANUFACTURERA
271020,Fabricación de aparatos de distribución y control de la energía eléctrica,271," Fabricación de motores, generadores y transformadores eléctricos y aparatos de distribución  y control de la energía eléctrica",27,Fabricación de maquinaria,C, INDUSTRIA MANUFACTURERA
272000,"Fabricación de acumuladores, pilas y baterías primarias",272,"Fabricación de acumuladores,  pilas y baterías primarias",27,Fabricación de maquinaria,C, INDUSTRIA MANUFACTURERA
273110,Fabricación de cables de fibra óptica,273, Fabricación de hilos y cables aislados,27,Fabricación de maquinaria,C, INDUSTRIA MANUFACTURERA
273190,Fabricación de hilos y cables aislados n.c.p.,273, Fabricación de hilos y cables aislados,27,Fabricación de maquinaria,C, INDUSTRIA MANUFACTURERA
274000,Fabricación de lámparas eléctricas y equipo de iluminación,274, Fabricación de lámparas eléctricas y equipo de iluminación,27,Fabricación de maquinaria,C, INDUSTRIA MANUFACTURERA
275010,"Fabricación de cocinas, calefones, estufas y calefactores no eléctricos",275, Fabricación de aparatos de uso doméstico ncp,27,Fabricación de maquinaria,C, INDUSTRIA MANUFACTURERA
275020,"Fabricación de heladeras, freezers, lavarropas y secarropas",275, Fabricación de aparatos de uso doméstico ncp,27,Fabricación de maquinaria,C, INDUSTRIA MANUFACTURERA
275091,"Fabricación de ventiladores, extractores de aire, aspiradoras y similares",275, Fabricación de aparatos de uso doméstico ncp,27,Fabricación de maquinaria,C, INDUSTRIA MANUFACTURERA
275092,"Fabricación de planchas, calefactores, hornos eléctricos, tostadoras y otros aparatos generadores de calor",275, Fabricación de aparatos de uso doméstico ncp,27,Fabricación de maquinaria,C, INDUSTRIA MANUFACTURERA
275099,"Fabricación de aparatos de uso doméstico n.c.p. (Incluye enceradoras, pulidoras, batidoras, licuadoras y similares)",275, Fabricación de aparatos de uso doméstico ncp,27,Fabricación de maquinaria,C, INDUSTRIA MANUFACTURERA
279000,Fabricación  de equipo eléctrico n.c.p.,279, Fabricación  de equipo eléctrico ncp,27,Fabricación de maquinaria,C, INDUSTRIA MANUFACTURERA
281100,"Fabricación  de  motores  y  turbinas,  excepto  motores  para aeronaves, vehículos automotores   y motocicletas",281, Fabricación de maquinaria y equipo de uso general,28,Fabricación de aparatos de uso doméstico,C, INDUSTRIA MANUFACTURERA
281201,Fabricación de bombas,281, Fabricación de maquinaria y equipo de uso general,28,Fabricación de aparatos de uso doméstico,C, INDUSTRIA MANUFACTURERA
281301,"Fabricación de compresores, grifos y válvulas",281, Fabricación de maquinaria y equipo de uso general,28,Fabricación de aparatos de uso doméstico,C, INDUSTRIA MANUFACTURERA
281400,"Fabricación de cojinetes, engranajes, trenes de engranaje y piezas de transmisión",281, Fabricación de maquinaria y equipo de uso general,28,Fabricación de aparatos de uso doméstico,C, INDUSTRIA MANUFACTURERA
281500,"Fabricación de hornos, hogares y quemadores",281, Fabricación de maquinaria y equipo de uso general,28,Fabricación de aparatos de uso doméstico,C, INDUSTRIA MANUFACTURERA
281600,"Fabricación de maquinaria y equipo de elevación y manipulación (Incluye la fabricación de ascensores, escaleras mecánicas, montacargas, etc.)",281, Fabricación de maquinaria y equipo de uso general,28,Fabricación de aparatos de uso doméstico,C, INDUSTRIA MANUFACTURERA
281700,"Fabricación de maquinaria y equipo de oficina, excepto equipo informático",281, Fabricación de maquinaria y equipo de uso general,28,Fabricación de aparatos de uso doméstico,C, INDUSTRIA MANUFACTURERA
281900,"Fabricación de  maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)",281, Fabricación de maquinaria y equipo de uso general,28,Fabricación de aparatos de uso doméstico,C, INDUSTRIA MANUFACTURERA
282110,Fabricación de tractores,282, Fabricación de maquinaria y equipo de uso especial,28,Fabricación de aparatos de uso doméstico,C, INDUSTRIA MANUFACTURERA
282120,Fabricación de maquinaria y equipo de uso agropecuario y forestal,282, Fabricación de maquinaria y equipo de uso especial,28,Fabricación de aparatos de uso doméstico,C, INDUSTRIA MANUFACTURERA
282130,Fabricación de implementos de uso agropecuario,282, Fabricación de maquinaria y equipo de uso especial,28,Fabricación de aparatos de uso doméstico,C, INDUSTRIA MANUFACTURERA
282200,Fabricación de máquinas herramienta,282, Fabricación de maquinaria y equipo de uso especial,28,Fabricación de aparatos de uso doméstico,C, INDUSTRIA MANUFACTURERA
282300,Fabricación de maquinaria metalúrgica,282, Fabricación de maquinaria y equipo de uso especial,28,Fabricación de aparatos de uso doméstico,C, INDUSTRIA MANUFACTURERA
282400,"Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción (Incluye la fabricación de máquinas y equipos viales, equipos para la extracción de petróleo y gas, etc.)",282, Fabricación de maquinaria y equipo de uso especial,28,Fabricación de aparatos de uso doméstico,C, INDUSTRIA MANUFACTURERA
282500,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",282, Fabricación de maquinaria y equipo de uso especial,28,Fabricación de aparatos de uso doméstico,C, INDUSTRIA MANUFACTURERA
282600,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros",282, Fabricación de maquinaria y equipo de uso especial,28,Fabricación de aparatos de uso doméstico,C, INDUSTRIA MANUFACTURERA
282901,Fabricación de maquinaria para la industria del papel y las artes gráficas,282, Fabricación de maquinaria y equipo de uso especial,28,Fabricación de aparatos de uso doméstico,C, INDUSTRIA MANUFACTURERA
282909,Fabricación de maquinaria y equipo de uso especial n.c.p.,282, Fabricación de maquinaria y equipo de uso especial,28,Fabricación de aparatos de uso doméstico,C, INDUSTRIA MANUFACTURERA
291000,Fabricación de vehículos automotores (Incluye la fabricación de motores para automotores),291, Fabricación de vehículos automotores,29,Fabricación de equipos automotores,C, INDUSTRIA MANUFACTURERA
292000,"Fabricación de carrocerías para vehículos automotores, fabricación de remolques y semirremolques",292, Fabricación  de  carrocerías  para  vehículos  automotores;  fabricación de remolques y semirremolques,29,Fabricación de equipos automotores,C, INDUSTRIA MANUFACTURERA
293011,Rectificación de motores,293," Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores",29,Fabricación de equipos automotores,C, INDUSTRIA MANUFACTURERA
293090,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",293," Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores",29,Fabricación de equipos automotores,C, INDUSTRIA MANUFACTURERA
301100,Construcción y reparación de buques (Incluye construcción de estructuras flotantes),301, Construcción y reparación de buques y embarcaciones,30,Fabricación de equipo de transporte,C, INDUSTRIA MANUFACTURERA
301200,Construcción y reparación de embarcaciones de recreo y deporte,301, Construcción y reparación de buques y embarcaciones,30,Fabricación de equipo de transporte,C, INDUSTRIA MANUFACTURERA
302000,Fabricación y reparación de locomotoras y de material rodante para transporte ferroviario,302, Fabricación y reparación de locomotoras y de material rodante para transporte ferroviario,30,Fabricación de equipo de transporte,C, INDUSTRIA MANUFACTURERA
303000,Fabricación y reparación de aeronaves ,303, Fabricación y reparación de aeronaves ,30,Fabricación de equipo de transporte,C, INDUSTRIA MANUFACTURERA
309100,Fabricación de motocicletas,309, Fabricación de equipo de transporte ncp,30,Fabricación de equipo de transporte,C, INDUSTRIA MANUFACTURERA
309200,Fabricación de bicicletas y de sillones de ruedas ortopédicos,309, Fabricación de equipo de transporte ncp,30,Fabricación de equipo de transporte,C, INDUSTRIA MANUFACTURERA
309900,Fabricación de equipo de transporte n.c.p.,309, Fabricación de equipo de transporte ncp,30,Fabricación de equipo de transporte,C, INDUSTRIA MANUFACTURERA
310010,"Fabricación de muebles y partes de muebles, principalmente de madera",310, Fabricación de muebles y colchones,31,Fabricación de muebles y colchones,C, INDUSTRIA MANUFACTURERA
310020,"Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera (metal, plástico, etc.)",310, Fabricación de muebles y colchones,31,Fabricación de muebles y colchones,C, INDUSTRIA MANUFACTURERA
310030,Fabricación de somieres y colchones,310, Fabricación de muebles y colchones,31,Fabricación de muebles y colchones,C, INDUSTRIA MANUFACTURERA
321011,Fabricación de joyas finas y artículos conexos,321," Fabricación de joyas, bijouterie y artículos conexos",32,Industrias manufactureras diversas,C, INDUSTRIA MANUFACTURERA
321012,Fabricación de objetos de platería ,321," Fabricación de joyas, bijouterie y artículos conexos",32,Industrias manufactureras diversas,C, INDUSTRIA MANUFACTURERA
321020,Fabricación de bijouterie (Incluye la fabricación de joyas de fantasía y accesorios similares),321," Fabricación de joyas, bijouterie y artículos conexos",32,Industrias manufactureras diversas,C, INDUSTRIA MANUFACTURERA
322001,Fabricación de instrumentos de música,322, Fabricación de instrumentos de música,32,Industrias manufactureras diversas,C, INDUSTRIA MANUFACTURERA
323001,"Fabricación de artículos de deporte (Incluye equipos de deporte para gimnasia y campos de juegos, equipos de pesca y camping, etc., excepto indumentaria deportiva: 141040)",323, Fabricación de artículos de deporte,32,Industrias manufactureras diversas,C, INDUSTRIA MANUFACTURERA
324000,Fabricación de juegos y juguetes,324, Fabricación de juegos y juguetes,32,Industrias manufactureras diversas,C, INDUSTRIA MANUFACTURERA
329010,"Fabricación de lápices, lapiceras,  bolígrafos, sellos y artículos similares para oficinas y artistas",329, Industrias manufactureras ncp,32,Industrias manufactureras diversas,C, INDUSTRIA MANUFACTURERA
329020,"Fabricación de escobas, cepillos y pinceles ",329, Industrias manufactureras ncp,32,Industrias manufactureras diversas,C, INDUSTRIA MANUFACTURERA
329030,"Fabricación de carteles, señales e indicadores  -eléctricos o no-",329, Industrias manufactureras ncp,32,Industrias manufactureras diversas,C, INDUSTRIA MANUFACTURERA
329040,"Fabricación de equipo de protección y seguridad, excepto calzado",329, Industrias manufactureras ncp,32,Industrias manufactureras diversas,C, INDUSTRIA MANUFACTURERA
329090,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",329, Industrias manufactureras ncp,32,Industrias manufactureras diversas,C, INDUSTRIA MANUFACTURERA
331101,"Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo",331, Reparación y mantenimiento de máquinas y equipo,33,Reparacion de maquinaria y equipo,C, INDUSTRIA MANUFACTURERA
331210,Reparación y mantenimiento de maquinaria de uso general,331, Reparación y mantenimiento de máquinas y equipo,33,Reparacion de maquinaria y equipo,C, INDUSTRIA MANUFACTURERA
331220,Reparación y mantenimiento de maquinaria y equipo de uso agropecuario y forestal,331, Reparación y mantenimiento de máquinas y equipo,33,Reparacion de maquinaria y equipo,C, INDUSTRIA MANUFACTURERA
331290,Reparación y mantenimiento de maquinaria de uso especial n.c.p.,331, Reparación y mantenimiento de máquinas y equipo,33,Reparacion de maquinaria y equipo,C, INDUSTRIA MANUFACTURERA
331301,"Reparación y mantenimiento de instrumentos médicos, ópticos y de precisión, equipo fotográfico, aparatos para medir, ensayar o navegar, relojes, excepto para uso personal o doméstico",331, Reparación y mantenimiento de máquinas y equipo,33,Reparacion de maquinaria y equipo,C, INDUSTRIA MANUFACTURERA
331400,Reparación y mantenimiento de maquinaria y aparatos eléctricos ,331, Reparación y mantenimiento de máquinas y equipo,33,Reparacion de maquinaria y equipo,C, INDUSTRIA MANUFACTURERA
331900,Reparación y mantenimiento de máquinas y equipo n.c.p.,331, Reparación y mantenimiento de máquinas y equipo,33,Reparacion de maquinaria y equipo,C, INDUSTRIA MANUFACTURERA
332000,Instalación de maquinaria y equipos industriales,332, Instalación de maquinaria y equipos industriales,33,Reparacion de maquinaria y equipo,C, INDUSTRIA MANUFACTURERA
351110,"Generación de energía térmica convencional (Incluye la producción de energía eléctrica mediante máquinas turbo-gas, turbo vapor, ciclo combinado y turbo diesel)",351," Generación, transporte y distribución de energía eléctrica",35,"Suministro de electricidad, gas, vapor y aire acondicionado",D," SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
351120,Generación de energía térmica nuclear (Incluye la producción de energía eléctrica mediante combustible nuclear),351," Generación, transporte y distribución de energía eléctrica",35,"Suministro de electricidad, gas, vapor y aire acondicionado",D," SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
351130,Generación de energía hidráulica (Incluye la producción de energía eléctrica mediante centrales de bombeo),351," Generación, transporte y distribución de energía eléctrica",35,"Suministro de electricidad, gas, vapor y aire acondicionado",D," SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
351190,"Generación de energía n.c.p. (Incluye la producción de energía eléctrica mediante fuentes de energía solar, biomasa, eólica, geotérmica, mareomotriz, etc.)",351," Generación, transporte y distribución de energía eléctrica",35,"Suministro de electricidad, gas, vapor y aire acondicionado",D," SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
351201,Transporte de energía eléctrica,351," Generación, transporte y distribución de energía eléctrica",35,"Suministro de electricidad, gas, vapor y aire acondicionado",D," SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
351310,Comercio mayorista de energía eléctrica,351," Generación, transporte y distribución de energía eléctrica",35,"Suministro de electricidad, gas, vapor y aire acondicionado",D," SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
351320,Distribución de energía eléctrica,351," Generación, transporte y distribución de energía eléctrica",35,"Suministro de electricidad, gas, vapor y aire acondicionado",D," SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
352010,Fabricación de gas y procesamiento de gas natural,352, Fabricación y distribución de gas  y de combustibles gaseosos por tuberías,35,"Suministro de electricidad, gas, vapor y aire acondicionado",D," SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
352020,Distribución de combustibles gaseosos por tuberías (No incluye el transporte por gasoductos),352, Fabricación y distribución de gas  y de combustibles gaseosos por tuberías,35,"Suministro de electricidad, gas, vapor y aire acondicionado",D," SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
353001,Suministro de vapor y aire acondicionado,353, Suministro de vapor y aire acondicionado,35,"Suministro de electricidad, gas, vapor y aire acondicionado",D," SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
360010,"Captación, depuración y distribución de agua de fuentes subterráneas",360," Captación, depuración y distribución de agua",36,"Captación, depuración y distribución de agua",E, SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
360020,"Captación, depuración y distribución de agua de fuentes superficiales",360," Captación, depuración y distribución de agua",36,"Captación, depuración y distribución de agua",E, SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
370000,"Servicios de depuración de aguas residuales, alcantarillado y cloacas",370," Servicios de depuración de aguas residuales, alcantarillado y cloacas",37,"Servicios de depuración de agua residual, alcantarillado y cloacas",E, SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
381100,"Recolección, transporte, tratamiento y disposición final de residuos no peligrosos",381," Recolección, transporte, tratamiento y disposición final de residuos",38,"Recolección, transporte, tratamiento y disposición final de residuos",E, SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
381200,"Recolección, transporte, tratamiento y disposición final de residuos peligrosos",381," Recolección, transporte, tratamiento y disposición final de residuos",38,"Recolección, transporte, tratamiento y disposición final de residuos",E, SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
382010,Recuperación de materiales y desechos metálicos,382, Recuperación de materiales y deshechos,38,"Recolección, transporte, tratamiento y disposición final de residuos",E, SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
382020,Recuperación de materiales y desechos no metálicos,382, Recuperación de materiales y deshechos,38,"Recolección, transporte, tratamiento y disposición final de residuos",E, SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
390000,Descontaminación y otros servicios de gestión de residuos,390, Descontaminación y otros servicios de gestión de residuos,39,Descontaminación y otros servicios,E, SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
410011,"Construcción, reforma y reparación de edificios residenciales (Incluye la construcción, reforma y reparación  de viviendas unifamiliares y multifamiliares, bungaloes, cabañas, casas de campo, departamentos, albergues para ancianos, niños, estudiantes, etc.)",410, Construcción de edificios y sus partes ,41,Construcción de edificios y partes,F, CONSTRUCCIÓN
410021,"Construcción, reforma y reparación de edificios no residenciales (Incluye construcción, reforma y reparación de restaurantes, bares, campamentos, bancos, oficinas, galerías comerciales, estaciones de servicio, edificios para tráfico y comunicaciones, garajes, edificios industriales y depósitos, escuelas, etc.)",410, Construcción de edificios y sus partes ,41,Construcción de edificios y partes,F, CONSTRUCCIÓN
421000,"Construcción, reforma y reparación de obras de infraestructura para el transporte (Incluye la construcción, reforma y reparación de calles, autopistas, carreteras, puentes, túneles, vías férreas y pistas de aterrizaje, la señalización mediante pintura, etc.)",421," Construcción, reforma y reparación de obras de infraestructura para el transporte ",42,Ingeniería civil,F, CONSTRUCCIÓN
422100,Perforación de pozos de agua,422, Construcción de proyectos de servicios públicos,42,Ingeniería civil,F, CONSTRUCCIÓN
422200,"Construcción, reforma y reparación de redes distribución de electricidad, gas, agua, telecomunicaciones y de otros servicios públicos",422, Construcción de proyectos de servicios públicos,42,Ingeniería civil,F, CONSTRUCCIÓN
429010,"Construcción, reforma y reparación de obras hidráulicas (Incluye obras fluviales y canales, acueductos, diques, etc.)",429, Obras de ingeniería civil ncp,42,Ingeniería civil,F, CONSTRUCCIÓN
429090,"Construcción de obras de ingeniería civil n.c.p. (Incluye los trabajos generales de construcción para la minería y la industria,  de centrales eléctricas y nucleares, excavaciones de sepulturas, etc.)",429, Obras de ingeniería civil ncp,42,Ingeniería civil,F, CONSTRUCCIÓN
431100,"Demolición y voladura de edificios y de sus partes (Incluye los trabajos de limpieza de escombros asociada a la demolición, los derribos y demolición de edificios y obras de ingeniería civil,.los trabajos de voladura y remoción de rocas) ",431," Demolición, movimiento y preparación de terrenos para obras",43,Actividades de construcción especializada,F, CONSTRUCCIÓN
431210,"Movimiento de suelos y preparación de terrenos para obras (Incluye el drenaje, excavación de zanjas para construcciones diversas, el despeje de capas superficiales no contaminadas, movimientos de tierras para hacer terraplenes o desmontes previos a la construcción de vías, carreteras, autopistas, FFCC, etc.)",431," Demolición, movimiento y preparación de terrenos para obras",43,Actividades de construcción especializada,F, CONSTRUCCIÓN
